"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_in_usd","price_per_person"
41334019,"https://www.airbnb.com/rooms/41334019",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-41334019/original/9cd6b662-69ae-4a3a-8f86-446c48a81524.jpeg",274146000,"https://www.airbnb.com/users/show/274146000","Ti",2019-07-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/211de6f8-1e4a-4481-a16f-eb4bf4a2fbd8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/211de6f8-1e4a-4481-a16f-eb4bf4a2fbd8.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Witikon",47.35728,8.59137,"Private room in rental unit","Private room",1,"1 shared bath",1,10,1125,10,10,1125,1125,10,1125,TRUE,0,0,25,300,2023-12-27,14,0,0,2020-07-05,2022-12-26,4.93,5,5,5,4.93,4.86,4.93,FALSE,1,0,1,0,0.33,100,100,51,51
41371724,"https://www.airbnb.com/rooms/41371724",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.89 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/5f6255c8-ab73-45df-ae46-1623427a6313.jpg",19378048,"https://www.airbnb.com/users/show/19378048","Werner",2014-08-03,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/e2dcb9b4-eb75-4f0a-bbfe-f7680fc74b44.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e2dcb9b4-eb75-4f0a-bbfe-f7680fc74b44.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Hottingen",47.37262,8.5699,"Entire rental unit","Entire home/apt",3,"1 bath",2,2,30,2,2,30,30,2,30,TRUE,5,33,58,58,2023-12-28,112,13,1,2020-03-29,2023-12-12,4.89,4.92,4.82,4.91,4.94,4.81,4.8,FALSE,1,1,0,0,2.45,100,100,110,36.6666666666667
41396272,"https://www.airbnb.com/rooms/41396272",20231227173841,2023-12-28,"city scrape","Guest suite in Zürich · ★4.89 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/d3e7a372-9a46-4d24-bee0-15bd817cb291.jpg",325581374,"https://www.airbnb.com/users/show/325581374","Peter",2020-01-08,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/cdb31681-8985-42e6-b646-231366d4e06d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/cdb31681-8985-42e6-b646-231366d4e06d.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Enge",47.35799,8.52588,"Entire guest suite","Entire home/apt",2,"1 bath",2,2,28,2,2,28,28,2,28,TRUE,17,24,50,50,2023-12-28,146,47,4,2020-02-04,2023-12-22,4.89,4.92,4.94,4.94,4.93,4.83,4.78,FALSE,1,1,0,0,3.08,100,100,95,47.5
41497338,"https://www.airbnb.com/rooms/41497338",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★5.0 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/4557a35e-dd91-45a8-94d9-66032de9b330.jpg",4904089,"https://www.airbnb.com/users/show/4904089","Massimo",2013-01-30,"a few days or more",FALSE,"https://a0.muscache.com/im/pictures/user/e2e85d42-4e68-47c3-b64d-662b3364a915.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e2e85d42-4e68-47c3-b64d-662b3364a915.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Wollishofen",47.33434,8.53458,"Entire rental unit","Entire home/apt",2,"1 bath",1,90,120,90,90,1125,1125,90,1125,TRUE,0,0,25,116,2023-12-27,5,2,0,2020-03-28,2023-09-30,5,5,5,4.8,5,5,5,TRUE,1,1,0,0,0.11,0,100,80,40
41543114,"https://www.airbnb.com/rooms/41543114",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.98 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/1603c161-ab89-49a5-a253-fae83ff08310.jpg",43727226,"https://www.airbnb.com/users/show/43727226","Bert",2015-09-08,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/69449dca-9bd1-4a1e-b422-20433640e033.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/69449dca-9bd1-4a1e-b422-20433640e033.jpg?aki_policy=profile_x_medium",1,4,TRUE,TRUE,"Oberstrass",47.38886,8.54854,"Private room in rental unit","Private room",2,"1 private bath",1,1,5,1,1,1125,1125,1,1125,TRUE,14,17,39,70,2023-12-27,202,109,11,2020-01-22,2023-12-21,4.98,4.98,5,4.98,4.98,4.94,4.92,FALSE,1,0,1,0,4.22,100,99,117,117
41779957,"https://www.airbnb.com/rooms/41779957",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/bc13e034-8a40-4e4a-a93c-5b5bae6bace1.jpg",16506657,"https://www.airbnb.com/users/show/16506657","Karen",2014-06-07,"within a few hours",TRUE,"https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_x_medium",4,7,TRUE,TRUE,"Alt-Wiedikon",47.35965,8.52298,"Entire rental unit","Entire home/apt",4,"1 bath",2,30,365,30,30,365,365,30,365,TRUE,26,56,86,176,2023-12-28,5,0,0,2020-02-22,2020-07-31,5,5,5,5,5,5,4.6,FALSE,3,1,2,0,0.11,100,91,176,44
41918857,"https://www.airbnb.com/rooms/41918857",20231227173841,2023-12-28,"city scrape","Hotel in Zürich · ★4.41 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/602f0978-44b6-4bc1-a8f4-b126f1a83f28.jpg",322266523,"https://www.airbnb.com/users/show/322266523","Krone",2019-12-29,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/b0bdb599-a0d8-4318-a60f-86d9cf9bc956.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b0bdb599-a0d8-4318-a60f-86d9cf9bc956.jpg?aki_policy=profile_x_medium",10,10,TRUE,TRUE,"Rathaus",47.37384,8.54313,"Room in hotel","Private room",2,"1 bath",1,1,1125,1,3,35,999,1.7,347.5,TRUE,0,0,0,0,2023-12-28,69,20,0,2020-02-27,2023-11-19,4.41,4.54,4.64,4.81,4.81,4.91,4.24,TRUE,10,2,8,0,1.48,100,98,174,174
41918871,"https://www.airbnb.com/rooms/41918871",20231227173841,2023-12-28,"city scrape","Hotel in Zürich · ★4.63 · 1 bedroom · 1 bed · 0 baths","https://a0.muscache.com/pictures/prohost-api/Hosting-41918871/original/dc11c048-edd2-4458-98a1-ffba71f2485b.jpeg",322266523,"https://www.airbnb.com/users/show/322266523","Krone",2019-12-29,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/b0bdb599-a0d8-4318-a60f-86d9cf9bc956.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b0bdb599-a0d8-4318-a60f-86d9cf9bc956.jpg?aki_policy=profile_x_medium",10,10,TRUE,TRUE,"Rathaus",47.37384,8.54313,"Room in hotel","Private room",1,"0 baths",1,1,1125,1,3,35,999,1.7,347.5,TRUE,29,59,89,199,2023-12-28,167,60,2,2020-02-04,2023-12-11,4.63,4.72,4.68,4.88,4.91,4.89,4.46,TRUE,10,2,8,0,3.52,100,98,122,122
42013211,"https://www.airbnb.com/rooms/42013211",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.99 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/86289156-97e5-4661-9059-4420cae52389.jpg",226951233,"https://www.airbnb.com/users/show/226951233","Sandra",2018-11-22,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/e0256f52-a21a-409d-ad86-b5dd8e4b48be.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e0256f52-a21a-409d-ad86-b5dd8e4b48be.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Wollishofen",47.3423,8.52798,"Entire rental unit","Entire home/apt",2,"1 bath",2,2,10,2,2,10,10,2,10,TRUE,1,20,41,103,2023-12-27,70,28,3,2020-08-07,2023-12-21,4.99,5,4.99,5,4.99,4.93,4.93,FALSE,1,1,0,0,1.7,100,98,150,75
42088383,"https://www.airbnb.com/rooms/42088383",20231227173841,2023-12-28,"city scrape","Serviced apartment in Zürich · ★4.75 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/54a176c5-47f3-4e81-97bb-6ce9a5151603.jpg",83271512,"https://www.airbnb.com/users/show/83271512","José-Luis",2016-07-12,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_x_medium",26,32,TRUE,TRUE,"Seefeld",47.35592,8.55449,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,3,1125,3,3,1125,1125,3,1125,TRUE,30,60,90,90,2023-12-28,16,0,0,2020-03-28,2021-08-07,4.75,4.88,4.94,5,4.94,4.88,4.31,FALSE,19,19,0,0,0.35,100,41,210,105
42103532,"https://www.airbnb.com/rooms/42103532",20231227173841,2023-12-27,"city scrape","Serviced apartment in Zürich · ★4.95 · Studio · 2 beds · 1 bath","https://a0.muscache.com/pictures/f3823875-5010-453b-b3f9-f9637daa5f9e.jpg",83271512,"https://www.airbnb.com/users/show/83271512","José-Luis",2016-07-12,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_x_medium",26,32,TRUE,TRUE,"Seefeld",47.35592,8.55449,"Entire serviced apartment","Entire home/apt",3,"1 bath",2,2,1125,2,3,1125,1125,2,1125,TRUE,0,0,0,0,2023-12-27,21,5,0,2020-10-30,2023-10-22,4.95,4.86,4.86,4.9,5,4.9,4.52,FALSE,19,19,0,0,0.55,100,41,225,75
42103880,"https://www.airbnb.com/rooms/42103880",20231227173841,2023-12-28,"previous scrape","Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-42103880/original/1ff1a4d1-8498-41ab-9af3-4d7b3db79466.jpeg",83271512,"https://www.airbnb.com/users/show/83271512","José-Luis",2016-07-12,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_x_medium",26,32,TRUE,TRUE,"Seefeld",47.35592,8.55449,"Entire serviced apartment","Entire home/apt",4,"1 bath",1,2,1125,2,5,1125,1125,2,1125,TRUE,0,0,0,0,2023-12-28,1,0,0,2020-06-26,2020-06-26,5,5,5,5,5,5,5,FALSE,19,19,0,0,0.02,100,41,256,64
42130984,"https://www.airbnb.com/rooms/42130984",20231227173841,2023-12-27,"city scrape","Serviced apartment in Zürich · ★4.88 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/16a34821-d7b7-4174-9bd5-fd9b1aa9c3ca.jpg",83271512,"https://www.airbnb.com/users/show/83271512","José-Luis",2016-07-12,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_x_medium",26,32,TRUE,TRUE,"Seefeld",47.35592,8.55449,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,10,10,10,10,2023-12-27,24,0,0,2020-03-15,2022-06-02,4.88,4.96,4.88,5,5,5,4.79,FALSE,19,19,0,0,0.52,100,41,224,112
42211593,"https://www.airbnb.com/rooms/42211593",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/95184def-ee92-4e79-9d56-78157607d0d0.jpg",271466792,"https://www.airbnb.com/users/show/271466792","Artel",2019-06-26,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/d735c63c-c528-46ed-8c39-d1df5e8c0462.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d735c63c-c528-46ed-8c39-d1df5e8c0462.jpg?aki_policy=profile_x_medium",16,17,TRUE,TRUE,"Langstrasse",47.377,8.52998,"Entire rental unit","Entire home/apt",2,"1 bath",1,7,365,2,12,365,365,11,365,TRUE,25,55,82,357,2023-12-28,1,1,0,2023-11-26,2023-11-26,5,5,3,5,5,5,5,FALSE,7,7,0,0,0.91,89,67,136,68
42218576,"https://www.airbnb.com/rooms/42218576",20231227173841,2023-12-28,"city scrape","Bed and breakfast in Zürich · ★4.61 · Studio · 1 bed · 1 private bath","https://a0.muscache.com/pictures/b980bea4-ddaa-4b8b-be0f-b21dbf303863.jpg",175646878,"https://www.airbnb.com/users/show/175646878","THE FLAG Zürich",2018-02-27,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_x_medium",8,8,TRUE,TRUE,"Altstetten",47.38693,8.49434,"Private room in bed and breakfast","Private room",2,"1 private bath",1,1,1125,1,1,999,2147483647,1,4937741,TRUE,30,60,90,361,2023-12-28,64,15,0,2020-12-06,2023-10-18,4.61,4.61,4.63,4.83,4.72,4.42,4.31,TRUE,8,0,7,0,1.72,92,85,185,185
42240657,"https://www.airbnb.com/rooms/42240657",20231227173841,2023-12-28,"city scrape","Bed and breakfast in Zürich · ★4.42 · Studio · 1 bed · 1 private bath","https://a0.muscache.com/pictures/a8092fd7-de4a-488e-b7ee-a079b8b08d94.jpg",175646878,"https://www.airbnb.com/users/show/175646878","THE FLAG Zürich",2018-02-27,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_x_medium",8,8,TRUE,TRUE,"Altstetten",47.38634,8.49491,"Private room in bed and breakfast","Private room",3,"1 private bath",1,1,1125,1,1,999,2147483647,1,4937741,TRUE,28,58,88,359,2023-12-28,12,1,0,2020-12-13,2023-01-22,4.42,4.42,4.67,4.17,4.33,4.25,4.33,TRUE,8,0,7,0,0.32,92,85,225,225
42243057,"https://www.airbnb.com/rooms/42243057",20231227173841,2023-12-28,"city scrape","Bed and breakfast in Zürich · ★4.15 · Studio · 1 bed · 1 private bath","https://a0.muscache.com/pictures/b48130b4-fa87-4d0a-991e-a8e59f19dc0c.jpg",175646878,"https://www.airbnb.com/users/show/175646878","THE FLAG Zürich",2018-02-27,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f8934fd4-9f94-475f-af05-e9545d9e40e1.jpg?aki_policy=profile_x_medium",8,8,TRUE,TRUE,"Altstetten",47.38767,8.4947,"Private room in bed and breakfast","Private room",3,"1 private bath",1,1,1125,1,1,999,2147483647,1,4937741,TRUE,0,0,0,236,2023-12-28,26,0,0,2020-05-03,2022-12-03,4.15,4.23,4.58,4.54,4.38,4.27,3.88,TRUE,8,0,7,0,0.58,92,85,310,310
42579959,"https://www.airbnb.com/rooms/42579959",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/1decaa4e-360c-4efd-8a28-4798ffe47e67.jpg",161091005,"https://www.airbnb.com/users/show/161091005","Reto",2017-12-03,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/b90d2e3c-951b-4b44-9333-fd95df714f41.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b90d2e3c-951b-4b44-9333-fd95df714f41.jpg?aki_policy=profile_x_medium",3,6,TRUE,TRUE,"Enge",47.36681,8.53629,"Private room in rental unit","Private room",1,"1 shared bath",1,30,90,30,30,90,90,30,90,TRUE,29,59,89,364,2023-12-27,1,0,0,2022-07-28,2022-07-28,5,5,5,5,5,5,5,FALSE,3,1,2,0,0.06,100,83,220,220
42580336,"https://www.airbnb.com/rooms/42580336",20231227173841,2023-12-27,"city scrape","Serviced apartment in Zürich · ★4.60 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/f3823875-5010-453b-b3f9-f9637daa5f9e.jpg",83271512,"https://www.airbnb.com/users/show/83271512","José-Luis",2016-07-12,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8f916318-ca1c-4fe2-a69c-d374382a356a.jpg?aki_policy=profile_x_medium",26,32,TRUE,TRUE,"Seefeld",47.35592,8.55449,"Entire serviced apartment","Entire home/apt",2,"1 bath",1,3,1125,3,5,1125,1125,3,1125,TRUE,30,60,90,91,2023-12-27,5,2,1,2020-08-01,2023-12-06,4.6,4.6,5,4.8,5,5,4.6,FALSE,19,19,0,0,0.12,100,41,195,97.5
42709310,"https://www.airbnb.com/rooms/42709310",20231227173841,2023-12-28,"city scrape","Hotel in Zürich · ★4.67 · Studio · 1 bed · Private half-bath","https://a0.muscache.com/pictures/3fe8e7ef-b355-413c-a84e-db919d82abd0.jpg",304271396,"https://www.airbnb.com/users/show/304271396","Platte 200",2019-10-24,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/81fb89d1-e8d5-4484-bf3a-cc381b87bb17.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/81fb89d1-e8d5-4484-bf3a-cc381b87bb17.jpg?aki_policy=profile_x_medium",2,4,TRUE,TRUE,"Fluntern",47.37331,8.55369,"Room in hotel","Private room",1,"Private half-bath",1,1,3,1,1,3,3,1,3,TRUE,28,58,88,337,2023-12-28,58,9,1,2020-06-03,2023-12-17,4.67,4.74,4.64,4.74,4.71,4.86,4.71,FALSE,2,0,2,0,1.33,100,85,105,105
42748334,"https://www.airbnb.com/rooms/42748334",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/f827732a-15f2-40ad-932d-ff11da897371.jpg",14380887,"https://www.airbnb.com/users/show/14380887","Ramona",2014-04-16,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/98384582-b4c5-480d-a8df-3da890c91462.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/98384582-b4c5-480d-a8df-3da890c91462.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Hirslanden",47.36048,8.56638,"Entire rental unit","Entire home/apt",2,"1 bath",1,4,1125,2,4,1125,1125,4,1125,TRUE,18,18,18,18,2023-12-28,5,0,0,2020-07-12,2022-07-27,5,4.4,5,5,5,4.8,5,FALSE,1,1,0,0,0.12,100,20,125,62.5
42788275,"https://www.airbnb.com/rooms/42788275",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.60 · 3 bedrooms · 5 beds · 1 bath","https://a0.muscache.com/pictures/bb9e8cd8-5d18-4f4e-a3da-767e7daa41c8.jpg",1746873,"https://www.airbnb.com/users/show/1746873","Frank",2012-02-13,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_x_medium",4,11,TRUE,TRUE,"Enge",47.35254,8.52724,"Entire rental unit","Entire home/apt",6,"1 bath",5,2,90,2,2,1125,1125,2,1125,TRUE,8,20,44,44,2023-12-27,169,72,5,2020-09-05,2023-12-18,4.6,4.71,4.65,4.91,4.8,4.66,4.54,TRUE,3,3,0,0,4.19,100,100,235,39.1666666666667
42788533,"https://www.airbnb.com/rooms/42788533",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.68 · 2 bedrooms · 4 beds · 1 bath","https://a0.muscache.com/pictures/26da6b69-e499-4f06-87fb-0970d018a3cf.jpg",1746873,"https://www.airbnb.com/users/show/1746873","Frank",2012-02-13,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_x_medium",4,11,TRUE,TRUE,"Wollishofen",47.35144,8.5265,"Entire rental unit","Entire home/apt",6,"1 bath",4,2,90,2,2,1125,1125,2,1125,TRUE,18,46,71,71,2023-12-27,168,73,4,2020-10-20,2023-12-25,4.68,4.8,4.7,4.92,4.92,4.74,4.58,TRUE,3,3,0,0,4.33,100,100,253,42.1666666666667
42788622,"https://www.airbnb.com/rooms/42788622",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.66 · 1 bedroom · 3 beds · 1 bath","https://a0.muscache.com/pictures/8fd84ae4-5001-40e4-b12e-68d76fd45cb7.jpg",1746873,"https://www.airbnb.com/users/show/1746873","Frank",2012-02-13,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4fe80dc9-5167-4b05-808c-daefb9319c69.jpg?aki_policy=profile_x_medium",4,11,TRUE,TRUE,"Wollishofen",47.35125,8.52725,"Entire rental unit","Entire home/apt",5,"1 bath",3,2,90,2,2,1125,1125,2,1125,TRUE,19,45,59,59,2023-12-27,181,84,6,2020-04-25,2023-12-26,4.66,4.71,4.72,4.88,4.91,4.65,4.57,TRUE,3,3,0,0,4.05,100,100,238,47.6
42890195,"https://www.airbnb.com/rooms/42890195",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/4e6b3eeb-6c57-49fe-aa54-baea815efa3c.jpg",161091005,"https://www.airbnb.com/users/show/161091005","Reto",2017-12-03,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/b90d2e3c-951b-4b44-9333-fd95df714f41.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b90d2e3c-951b-4b44-9333-fd95df714f41.jpg?aki_policy=profile_x_medium",3,6,TRUE,TRUE,"Enge",47.36744,8.53534,"Private room in rental unit","Private room",1,"1 shared bath",1,14,1125,14,14,1125,1125,14,1125,TRUE,0,24,54,145,2023-12-27,1,0,0,2021-02-14,2021-02-14,5,5,5,5,5,5,5,FALSE,3,1,2,0,0.03,100,83,120,120
43093051,"https://www.airbnb.com/rooms/43093051",20231227173841,2023-12-28,"city scrape","Hotel in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/a7863617-55fd-4a00-8432-0521c5f2fda0.jpg",342929958,"https://www.airbnb.com/users/show/342929958","Katharina",2020-04-01,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_x_medium",6,6,TRUE,TRUE,"Rathaus",47.37416,8.54447,"Room in hotel","Private room",2,"1 private bath",1,1,100,1,9,1125,1125,1.2,1125,TRUE,28,58,88,359,2023-12-28,8,5,1,2022-05-27,2023-12-16,4.75,4.75,4.88,4.88,4.88,5,4.75,TRUE,6,0,6,0,0.41,100,99,456,456
43093457,"https://www.airbnb.com/rooms/43093457",20231227173841,2023-12-28,"previous scrape","Hotel in Zürich · ★4.57 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/b5c47b3b-ba03-4a2c-890b-28a175f865e8.jpg",342929958,"https://www.airbnb.com/users/show/342929958","Katharina",2020-04-01,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_x_medium",6,6,TRUE,TRUE,"Rathaus",47.37362,8.54565,"Room in hotel","Private room",2,"1 private bath",1,1,1,1,9,1,9,1.4,1.4,TRUE,27,57,87,346,2023-12-28,46,23,1,2021-07-12,2023-12-12,4.57,4.52,4.76,4.59,4.7,4.89,4.35,TRUE,6,0,6,0,1.53,100,99,414,414
43129826,"https://www.airbnb.com/rooms/43129826",20231227173841,2023-12-28,"previous scrape","Hotel in Zürich · ★5.0 · 1 bedroom · 2 beds · 1.5 baths","https://a0.muscache.com/pictures/e3b039a7-b5c0-473a-a6b4-a2e0785cf7ba.jpg",342929958,"https://www.airbnb.com/users/show/342929958","Katharina",2020-04-01,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_x_medium",6,6,TRUE,TRUE,"Rathaus",47.37381,8.54422,"Room in hotel","Private room",2,"1.5 baths",2,1,100,1,9,1125,1125,1.4,1125,TRUE,26,56,85,349,2023-12-28,5,1,0,2022-03-06,2023-07-27,5,4.8,4.8,5,4.8,5,4.8,TRUE,6,0,6,0,0.23,100,99,551,551
43130528,"https://www.airbnb.com/rooms/43130528",20231227173841,2023-12-28,"city scrape","Hotel in Zürich · ★4.50 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/db2044d6-3115-4ca1-abf8-04bba60d749a.jpg",342929958,"https://www.airbnb.com/users/show/342929958","Katharina",2020-04-01,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d3a48e22-b9ad-4945-847c-9e60da97fa38.jpg?aki_policy=profile_x_medium",6,6,TRUE,TRUE,"Rathaus",47.37528,8.54301,"Room in hotel","Private room",1,"1 private bath",1,1,100,1,9,1125,1125,1.1,1125,TRUE,28,58,88,363,2023-12-28,6,3,0,2022-03-13,2023-07-28,4.5,4.83,4.83,4.83,4.67,4.83,4.5,TRUE,6,0,6,0,0.27,100,99,416,416
