"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_in_usd","price_per_person"
7673299,"https://www.airbnb.com/rooms/7673299",20231227173841,2023-12-27,"city scrape","Home in  Zürich · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/4060eed2-a438-4478-8f59-5d15dbc96dd9.jpg",19610180,"https://www.airbnb.com/users/show/19610180","Rossana",2014-08-07,"within an hour",TRUE,"https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_x_medium",17,19,TRUE,TRUE,"Altstetten",47.3808555576934,8.48190337260484,"Private room in home","Private room",1,"1.5 shared baths",1,30,1125,1,30,1125,1125,28.8,1125,TRUE,9,9,19,294,2023-12-27,59,6,0,2015-08-27,2023-08-05,4.9,4.88,4.83,4.9,4.88,4.78,4.71,FALSE,17,13,4,0,0.58,100,100,55,55
7673510,"https://www.airbnb.com/rooms/7673510",20231227173841,2023-12-28,"city scrape","Guesthouse in Zürich · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/dff788b5-1922-415d-b4dc-7013a71a8d8a.jpg",19610180,"https://www.airbnb.com/users/show/19610180","Rossana",2014-08-07,"within an hour",TRUE,"https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/19610180/profile_pic/1407411304/original.jpg?aki_policy=profile_x_medium",17,19,TRUE,TRUE,"Altstetten",47.38002,8.48089,"Private room in guesthouse","Private room",1,"1.5 shared baths",1,30,240,3,30,1125,1125,26.9,1125,TRUE,10,26,26,270,2023-12-28,72,14,0,2015-08-17,2023-10-09,4.83,4.88,4.89,4.9,4.88,4.66,4.67,FALSE,17,13,4,0,0.71,100,100,42,42
7737458,"https://www.airbnb.com/rooms/7737458",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.63 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/98364054/aad6938d_original.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37749,8.56042,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,0,3,33,305,2023-12-28,19,1,0,2015-10-01,2023-09-30,4.63,4.83,4.53,4.94,4.94,4.83,4.72,FALSE,14,5,9,0,0.19,100,70,190,95
7738385,"https://www.airbnb.com/rooms/7738385",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/98585599/2cfd42c9_original.jpg",8849758,"https://www.airbnb.com/users/show/8849758","Miguel",2013-09-15,"a few days or more",FALSE,"https://a0.muscache.com/im/pictures/user/3bd51ee2-af99-44f0-bdc2-0ff0e875ee0f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3bd51ee2-af99-44f0-bdc2-0ff0e875ee0f.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Hirslanden",47.36077,8.56745,"Private room in rental unit","Private room",1,"1 shared bath",1,10,90,10,10,90,90,10,90,TRUE,0,0,0,179,2023-12-27,8,0,0,2015-11-08,2020-08-30,5,5,4.88,5,5,5,4.88,FALSE,1,0,1,0,0.08,0,0,50,50
7739547,"https://www.airbnb.com/rooms/7739547",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/98390943/29121fce_original.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37895,8.55839,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,22,47,47,300,2023-12-27,43,1,0,2015-09-26,2023-11-01,4.86,4.93,4.77,5,4.98,4.79,4.64,FALSE,14,5,9,0,0.43,100,70,197,98.5
7741739,"https://www.airbnb.com/rooms/7741739",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.88 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/6705a3cb-6960-4ed1-b878-666e9612a473.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Hard",47.37765,8.51169,"Entire rental unit","Entire home/apt",2,"1 bath",1,5,1125,5,5,1125,1125,5,1125,TRUE,26,56,86,361,2023-12-28,8,1,0,2015-09-04,2023-08-06,4.88,4.63,4.5,5,4.88,5,4.63,FALSE,14,5,9,0,0.08,100,70,175,87.5
7746167,"https://www.airbnb.com/rooms/7746167",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.98 · 1 bedroom · 2 beds · 1 shared bath","https://a0.muscache.com/pictures/eef08549-4dee-4568-94d9-965c949de101.jpg",9176822,"https://www.airbnb.com/users/show/9176822","Ferrat",2013-10-02,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/c0e77447-a0fe-4e16-85a6-f3143995ea05.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c0e77447-a0fe-4e16-85a6-f3143995ea05.jpg?aki_policy=profile_x_medium",2,5,TRUE,TRUE,"Sihlfeld",47.37398,8.51586,"Private room in rental unit","Private room",2,"1 shared bath",2,7,100,7,7,100,100,7,100,TRUE,23,53,83,83,2023-12-28,43,3,0,2015-10-11,2023-09-16,4.98,4.93,4.91,4.9,4.98,4.98,4.81,FALSE,2,1,1,0,0.43,100,64,113,113
7756218,"https://www.airbnb.com/rooms/7756218",20231227173841,2023-12-27,"city scrape","Villa in Zürich · ★4.68 · 1 bedroom · 1 bed · 2 shared baths","https://a0.muscache.com/pictures/98626374/9b1133dc_original.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37753,8.56021,"Private room in villa","Private room",2,"2 shared baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,29,59,89,302,2023-12-27,22,2,0,2016-06-14,2023-04-28,4.68,4.73,4.41,4.9,4.86,4.81,4.38,FALSE,14,5,9,0,0.24,100,70,150,150
7841685,"https://www.airbnb.com/rooms/7841685",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/f340b166-b972-4edd-a09b-7cf127d9ce30.jpg",475053,"https://www.airbnb.com/users/show/475053","James",2011-03-31,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_x_medium",35,42,TRUE,TRUE,"Rathaus",47.37137,8.54428,"Entire rental unit","Entire home/apt",3,"1.5 baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,25,55,85,356,2023-12-28,96,9,1,2015-09-01,2023-11-28,4.82,4.88,4.88,4.85,4.86,4.96,4.65,FALSE,15,15,0,0,0.95,100,99,388,129.333333333333
7847108,"https://www.airbnb.com/rooms/7847108",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.21 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/ef51aa1c-8c67-42b8-b536-3a5307d4f256.jpg",2150567,"https://www.airbnb.com/users/show/2150567","Michaela",2012-04-16,"within a few hours",FALSE,"https://a0.muscache.com/im/users/2150567/profile_pic/1406710373/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2150567/profile_pic/1406710373/original.jpg?aki_policy=profile_x_medium",4,8,TRUE,TRUE,"Hirslanden",47.36307,8.56628,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,365,2023-12-28,29,8,0,2016-06-17,2023-08-13,4.21,4.45,3.9,4.57,4.38,4.57,4.25,FALSE,2,1,1,0,0.32,100,67,80,40
7927329,"https://www.airbnb.com/rooms/7927329",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/7a51fc15-10f3-4ad5-be64-b1631f15dd31.jpg",39464144,"https://www.airbnb.com/users/show/39464144","Ingrid",2015-07-24,"within a few hours",TRUE,"https://a0.muscache.com/im/users/39464144/profile_pic/1437772545/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/39464144/profile_pic/1437772545/original.jpg?aki_policy=profile_x_medium",4,6,TRUE,TRUE,"Oberstrass",47.39641,8.55177,"Private room in rental unit","Private room",1,"1 shared bath",1,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,258,2023-12-27,2,1,0,2019-02-22,2023-05-30,5,5,5,5,5,5,5,FALSE,2,0,2,0,0.03,100,62,90,90
8093940,"https://www.airbnb.com/rooms/8093940",20231227173841,2023-12-27,"city scrape","Villa in Zürich · ★4.67 · 1 bedroom · 1 bed · 2 shared baths","https://a0.muscache.com/pictures/e5124130-44e0-4351-921f-6659c82dc68b.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37745,8.55867,"Private room in villa","Private room",2,"2 shared baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,26,31,31,112,2023-12-27,36,7,1,2016-04-01,2023-12-22,4.67,4.63,4.2,4.97,4.91,4.86,4.57,FALSE,14,5,9,0,0.38,100,70,136,136
8094116,"https://www.airbnb.com/rooms/8094116",20231227173841,2023-12-27,"city scrape","Villa in Zürich · ★4.55 · Studio · 1 bed · 2 shared baths","https://a0.muscache.com/pictures/ba9c263a-671c-4c76-8074-0afbc522a5c9.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37913,8.5601,"Private room in villa","Private room",2,"2 shared baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,273,2023-12-27,22,5,0,2016-12-23,2023-11-04,4.55,4.82,4.18,5,4.95,4.82,4.32,FALSE,14,5,9,0,0.26,100,70,130,130
8169064,"https://www.airbnb.com/rooms/8169064",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/83c557f7-618a-48fd-bc84-e7a020ca1f3e.jpg",43111694,"https://www.airbnb.com/users/show/43111694","Susanna",2015-09-01,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/28da8b9c-a3ba-46c9-9fd1-fab922e819aa.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/28da8b9c-a3ba-46c9-9fd1-fab922e819aa.jpg?aki_policy=profile_x_medium",14,22,TRUE,TRUE,"Witikon",47.357601,8.59931,"Private room in rental unit","Private room",1,"1.5 shared baths",1,28,180,28,28,180,180,28,180,TRUE,0,0,28,118,2023-12-27,27,3,0,2015-11-14,2023-08-31,4.59,4.78,4.41,4.89,4.93,4.48,4.52,FALSE,14,0,14,0,0.27,100,93,41,41
8263299,"https://www.airbnb.com/rooms/8263299",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/fbc83ca0-cc60-4cae-a452-35b666768800.jpg",43111694,"https://www.airbnb.com/users/show/43111694","Susanna",2015-09-01,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/28da8b9c-a3ba-46c9-9fd1-fab922e819aa.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/28da8b9c-a3ba-46c9-9fd1-fab922e819aa.jpg?aki_policy=profile_x_medium",14,22,TRUE,TRUE,"Witikon",47.357601,8.59931,"Private room in rental unit","Private room",2,"1.5 shared baths",1,6,180,6,6,180,180,6,180,TRUE,25,55,85,175,2023-12-27,7,1,0,2015-11-08,2023-04-28,4.57,5,4.43,5,5,4.57,4.43,FALSE,14,0,14,0,0.07,100,93,47,47
8271883,"https://www.airbnb.com/rooms/8271883",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-8271883/original/ce712e1a-cd7a-4d4b-8efd-feb389c7a852.jpeg",1371406,"https://www.airbnb.com/users/show/1371406","Jens",2011-11-04,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/37bbd2b4-db85-401e-b0fc-02372408330b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/37bbd2b4-db85-401e-b0fc-02372408330b.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Oerlikon",47.40395,8.55318,"Private room in rental unit","Private room",2,"1 shared bath",1,2,1124,2,2,1124,1124,2,1124,TRUE,18,48,74,74,2023-12-27,136,19,2,2015-10-08,2023-12-13,4.9,4.94,4.88,4.94,4.9,4.85,4.88,FALSE,2,0,2,0,1.36,90,55,54,54
8321743,"https://www.airbnb.com/rooms/8321743",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.94 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/105961335/907c2854_original.jpg",43870222,"https://www.airbnb.com/users/show/43870222","Alexandra",2015-09-10,"within an hour",TRUE,"https://a0.muscache.com/im/users/43870222/profile_pic/1441906435/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/43870222/profile_pic/1441906435/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Wipkingen",47.38888,8.53016,"Private room in rental unit","Private room",1,"1 bath",2,1,7,1,1,7,7,1,7,TRUE,0,0,0,58,2023-12-27,124,10,0,2015-10-05,2023-09-30,4.94,4.96,4.9,4.99,4.99,4.92,4.88,FALSE,1,0,1,0,1.24,100,94,70,70
8332340,"https://www.airbnb.com/rooms/8332340",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.88 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/ad2c5d9f-fb85-40ad-b9d8-b06b38ac6574.jpg",12886487,"https://www.airbnb.com/users/show/12886487","Stephanie",2014-03-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium",265,268,TRUE,TRUE,"Altstetten",47.38645,8.50316,"Entire rental unit","Entire home/apt",4,"1 bath",2,1,1125,1,2,2,1125,1,1091.5,TRUE,12,15,15,15,2023-12-27,8,4,0,2016-11-27,2023-11-19,4.88,5,4.88,5,5,4.63,4.88,TRUE,104,104,0,0,0.09,100,99,91,22.75
8658138,"https://www.airbnb.com/rooms/8658138",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.79 · 2 bedrooms · 3 beds · 2 baths","https://a0.muscache.com/pictures/822c772c-9b6e-47b5-866e-817b5193b1ff.jpg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",2014-11-10,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Mühlebach",47.36124,8.55203,"Entire rental unit","Entire home/apt",6,"2 baths",3,2,1125,2,2,1125,1125,2,1125,TRUE,21,26,26,26,2023-12-28,62,17,4,2015-10-13,2023-12-22,4.79,4.87,4.95,4.88,4.9,4.82,4.73,TRUE,61,61,0,0,0.62,100,99,195,32.5
8658489,"https://www.airbnb.com/rooms/8658489",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.95 · 2 bedrooms · 3 beds · 2 baths","https://a0.muscache.com/pictures/miso/Hosting-8658489/original/46a1a806-aa1d-4e87-8720-7d18165142fb.jpeg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",2014-11-10,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Mühlebach",47.36136,8.55271,"Entire rental unit","Entire home/apt",6,"2 baths",3,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,2023-12-28,37,0,0,2015-10-20,2022-07-09,4.95,4.97,4.89,4.97,5,4.92,4.76,TRUE,61,61,0,0,0.37,100,99,226,37.6666666666667
8915577,"https://www.airbnb.com/rooms/8915577",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.74 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-8915577/original/24442c42-6242-4b79-8a20-ee1be63ee340.jpeg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",2014-11-10,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Seefeld",47.3617,8.54981,"Entire rental unit","Entire home/apt",4,"1 bath",2,2,1125,2,2,1125,1125,2,1125,TRUE,21,26,26,26,2023-12-28,262,47,1,2015-10-29,2023-12-17,4.74,4.89,4.85,4.75,4.83,4.92,4.65,TRUE,61,61,0,0,2.63,100,99,165,41.25
8971198,"https://www.airbnb.com/rooms/8971198",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/e8816fdd-3734-49a8-a232-87a6ebe339e1.jpg",1477771,"https://www.airbnb.com/users/show/1477771","Nuria",2011-12-06,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-1477771/original/692249c9-ce75-47eb-a23d-0a5cadee3acc.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-1477771/original/692249c9-ce75-47eb-a23d-0a5cadee3acc.jpeg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Rathaus",47.37242,8.54543,"Entire rental unit","Entire home/apt",4,"1.5 baths",3,2,30,1,4,30,30,2.2,30,TRUE,6,20,21,35,2023-12-28,72,11,0,2015-11-23,2023-08-05,4.85,4.88,4.71,4.9,4.9,4.97,4.71,FALSE,2,2,0,0,0.73,100,76,260,65
9067422,"https://www.airbnb.com/rooms/9067422",20231227173841,2023-12-28,"city scrape","Serviced apartment in Zürich · ★4.80 · 2 bedrooms · 2 beds · 2 baths","https://a0.muscache.com/pictures/de6ebeec-3fbd-4abe-b0ee-435ee9f80551.jpg",17484617,"https://www.airbnb.com/users/show/17484617","Marie",2014-07-01,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/4185dfab-cce1-4f2a-9ac1-5f1cbcc2e205.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4185dfab-cce1-4f2a-9ac1-5f1cbcc2e205.jpg?aki_policy=profile_x_medium",27,28,TRUE,TRUE,"Mühlebach",47.35578,8.55666,"Entire serviced apartment","Entire home/apt",4,"2 baths",2,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,2023-12-28,15,8,1,2015-12-29,2023-12-04,4.8,4.86,4.93,4.79,4.8,4.93,4.64,FALSE,22,21,1,0,0.15,90,36,415,103.75
9229424,"https://www.airbnb.com/rooms/9229424",20231227173841,2023-12-27,"city scrape","Villa in Zürich · ★4.48 · 1 bedroom · 1 bed · 2 shared baths","https://a0.muscache.com/pictures/48883bd2-c5b1-4b99-beda-99400fcd83ec.jpg",40667302,"https://www.airbnb.com/users/show/40667302","Peter/Engin",2015-08-06,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8fa9af8d-b459-40eb-910c-d6ba510ef662.jpg?aki_policy=profile_x_medium",14,14,TRUE,TRUE,"Fluntern",47.37911,8.56056,"Private room in villa","Private room",1,"2 shared baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,5,5,5,275,2023-12-27,33,2,0,2016-04-01,2023-11-02,4.48,4.7,4.12,4.76,4.82,4.88,4.39,FALSE,14,5,9,0,0.35,100,70,100,100
9244524,"https://www.airbnb.com/rooms/9244524",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.56 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/5112e2b2-ebe0-469c-84e4-e73c84afbff2.jpg",12886487,"https://www.airbnb.com/users/show/12886487","Stephanie",2014-03-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium",265,268,TRUE,TRUE,"Langstrasse",47.37708,8.52348,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,1125,1,2,2,1125,1.9,62.7,TRUE,23,53,83,352,2023-12-27,9,5,0,2017-12-14,2023-11-17,4.56,4.89,5,4.78,4.89,4.44,4.56,TRUE,104,104,0,0,0.12,100,99,155,77.5
9245092,"https://www.airbnb.com/rooms/9245092",20231227173841,2023-12-28,"city scrape","Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/d44eee97-14d1-41fe-b83c-919e4982ea6b.jpg",12886487,"https://www.airbnb.com/users/show/12886487","Stephanie",2014-03-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium",265,268,TRUE,TRUE,"Langstrasse",47.37708,8.52348,"Entire rental unit","Entire home/apt",4,"1 bath",2,1,1125,1,2,2,1125,1.8,187.2,TRUE,7,35,65,322,2023-12-28,6,0,0,2018-04-10,2019-12-06,4.67,4.83,4.5,5,4.67,4.83,4.5,TRUE,104,104,0,0,0.09,100,99,155,38.75
9245379,"https://www.airbnb.com/rooms/9245379",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.48 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/1151b153-c929-4ccb-89c2-8bbd53979d1f.jpg",12886487,"https://www.airbnb.com/users/show/12886487","Stephanie",2014-03-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium",265,268,TRUE,TRUE,"Langstrasse",47.37708,8.52348,"Entire rental unit","Entire home/apt",4,"1 bath",2,1,1125,1,2,2,1125,1.8,226.7,TRUE,11,41,71,312,2023-12-27,27,4,0,2017-03-05,2023-11-03,4.48,4.78,4.59,4.81,4.52,4.48,4.44,TRUE,104,104,0,0,0.33,100,99,155,38.75
9248507,"https://www.airbnb.com/rooms/9248507",20231227173841,2023-12-27,"city scrape","Rental unit in Zürich · ★4.61 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/23eccbde-3a1c-4ca7-a510-7dea37714ea6.jpg",12886487,"https://www.airbnb.com/users/show/12886487","Stephanie",2014-03-07,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/115df76b-64a9-44ed-92c7-c1bbdef361b8.jpg?aki_policy=profile_x_medium",265,268,TRUE,TRUE,"Langstrasse",47.37708,8.52348,"Entire rental unit","Entire home/apt",5,"1 bath",3,1,1125,1,2,2,1125,1.9,104.1,TRUE,17,47,77,342,2023-12-27,74,23,1,2016-11-20,2023-12-20,4.61,4.84,4.82,4.92,4.8,4.65,4.61,TRUE,104,104,0,0,0.86,100,99,168,33.6
