"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_per_person"
3509380,"https://www.airbnb.com/rooms/3509380",20231227030725,19718,"city scrape","Rental unit in Grand-Saconnex · ★4.33 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/58470120/690c71ca_original.jpg",4351206,"https://www.airbnb.com/users/show/4351206","Marie-Christine",15681,"within an hour",FALSE,"https://a0.muscache.com/im/users/4351206/profile_pic/1415180876/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/4351206/profile_pic/1415180876/original.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Grand-Saconnex",46.23198,6.12083,"Entire rental unit","Entire home/apt",3,"1 bath",2,4,1125,4,4,1125,1125,4,1125,TRUE,6,6,6,31,19718,108,13,1,16374,19706,4.33,4.7,4.58,4.77,4.76,4.6,4.44,FALSE,1,1,0,0,0.97,100,96,32.6666666666667
3789436,"https://www.airbnb.com/rooms/3789436",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.62 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-3789436/original/6e2b048c-0001-4430-a934-12e7d826d710.jpeg",18793821,"https://www.airbnb.com/users/show/18793821","Joao",16275,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/65fe3399-cef8-4efc-950c-672c228ed2a0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/65fe3399-cef8-4efc-950c-672c228ed2a0.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Commune de Genève",46.2096070981709,6.14567652362943,"Entire rental unit","Entire home/apt",2,"1 bath",2,1,1000,1,1,1125,1125,1,1125,TRUE,27,57,85,163,19718,152,50,2,17665,19715,4.62,4.7,4.64,4.84,4.88,4.75,4.5,TRUE,2,2,0,0,2.22,100,100,60
3948265,"https://www.airbnb.com/rooms/3948265",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.92 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/49670322/c488c386_original.jpg",20463144,"https://www.airbnb.com/users/show/20463144","Dani",16306,"a few days or more",FALSE,"https://a0.muscache.com/im/pictures/user/3dc0392b-1b94-4b7b-ba74-bcda08813fa8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3dc0392b-1b94-4b7b-ba74-bcda08813fa8.jpg?aki_policy=profile_x_medium",4,6,TRUE,TRUE,"Commune de Genève",46.20977,6.13802,"Private room in rental unit","Private room",1,"1 shared bath",1,3,1125,3,3,1125,1125,3,1125,TRUE,6,6,6,179,19718,24,0,0,16851,18551,4.92,4.96,4.96,4.91,4.96,4.78,4.74,FALSE,4,0,4,0,0.25,30,16,50
4032248,"https://www.airbnb.com/rooms/4032248",20231227030725,19718,"city scrape","Rental unit in Geneva · ★4.71 · 2 bedrooms · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/2ce25814-6f1f-4894-b270-019f291e09d2.jpg",20904062,"https://www.airbnb.com/users/show/20904062","Vania",16316,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/c6f96579-67ed-4062-8ec1-e16bbdd2fe4e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c6f96579-67ed-4062-8ec1-e16bbdd2fe4e.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Commune de Genève",46.21567,6.11955,"Private room in rental unit","Private room",1,"1 shared bath",1,10,1125,10,10,1125,1125,10,1125,TRUE,0,25,29,207,19718,7,0,0,17105,18321,4.71,4.71,4.71,4.43,4.43,4.57,4.57,FALSE,2,0,2,0,0.08,100,0,83
4179942,"https://www.airbnb.com/rooms/4179942",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.92 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-4179942/original/50b204af-2f95-49d1-9efc-81526d639ec8.jpeg",2674054,"https://www.airbnb.com/users/show/2674054","Sylvain",15509,"within a day",FALSE,"https://a0.muscache.com/im/users/2674054/profile_pic/1340053941/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2674054/profile_pic/1340053941/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Commune de Genève",46.20967,6.14519,"Private room in rental unit","Private room",2,"1 shared bath",1,1,365,1,1,365,365,1,365,TRUE,0,0,0,236,19718,12,0,0,18980,19272,4.92,5,5,4.92,4.92,4.92,4.92,FALSE,1,0,1,0,0.49,100,0,66
4293517,"https://www.airbnb.com/rooms/4293517",20231227030725,19718,"city scrape","Rental unit in Genthod · ★4.25 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/53931493/aa06882a_original.jpg",22289041,"https://www.airbnb.com/users/show/22289041","Samuel",16351,"within a few hours",FALSE,"https://a0.muscache.com/im/users/22289041/profile_pic/1412830539/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/22289041/profile_pic/1412830539/original.jpg?aki_policy=profile_x_medium",2,5,TRUE,TRUE,"Genthod",46.25677,6.15335,"Private room in rental unit","Private room",1,"1 bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,30,60,90,365,19718,4,0,0,16880,17597,4.25,4.75,4,4.75,5,5,4.25,FALSE,2,1,1,0,0.04,90,64,100
4422262,"https://www.airbnb.com/rooms/4422262",20231227030725,19718,"city scrape","Rental unit in Plan-les-Ouates · ★5.0 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/60016508/5f197ad1_original.jpg",21533388,"https://www.airbnb.com/users/show/21533388","Natalia",16332,"within an hour",FALSE,"https://a0.muscache.com/im/users/21533388/profile_pic/1415604274/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/21533388/profile_pic/1415604274/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Plan-les-Ouates",46.17339,6.11178,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,1125,3,3,1125,1125,3,1125,TRUE,28,58,88,363,19718,33,0,0,16585,19174,5,5,5,5,5,4.67,4.82,FALSE,1,1,0,0,0.32,100,0,60
4674252,"https://www.airbnb.com/rooms/4674252",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.43 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-4674252/original/b61eb0bb-f12e-4132-a261-ca54ca2c85f9.jpeg",10409307,"https://www.airbnb.com/users/show/10409307","David",16042,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_x_medium",29,29,TRUE,TRUE,"Commune de Genève",46.19071,6.14316,"Entire rental unit","Entire home/apt",2,"1 bath",2,90,1125,90,90,1125,1125,90,1125,TRUE,30,60,90,365,19718,14,2,0,16420,19600,4.43,4.79,4.71,4.29,4.43,4.57,4.71,FALSE,28,28,0,0,0.13,83,74,49.5
4799361,"https://www.airbnb.com/rooms/4799361",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.85 · Studio · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/d607d976-efd0-40c8-a6a5-687744369053.jpg",24728835,"https://www.airbnb.com/users/show/24728835","Helena",16415,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/939506ff-5aa8-4544-8d94-813972bddef1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/939506ff-5aa8-4544-8d94-813972bddef1.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Commune de Genève",46.19665,6.16074,"Entire rental unit","Entire home/apt",2,"1.5 baths",1,5,365,5,9,1125,1125,5.1,1125,TRUE,5,5,5,201,19718,62,11,0,17067,19633,4.85,4.95,4.9,4.9,4.8,4.89,4.75,TRUE,1,1,0,0,0.7,100,100,64
4887567,"https://www.airbnb.com/rooms/4887567",20231227030725,19718,"city scrape","Loft in Genève · ★4.89 · 1 bedroom · 3 beds · 2 baths","https://a0.muscache.com/pictures/111297799/de1edc04_original.jpg",25145482,"https://www.airbnb.com/users/show/25145482","Miguel",16427,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/c755e908-3fbd-45a9-90c4-6714d914c593.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c755e908-3fbd-45a9-90c4-6714d914c593.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Commune de Genève",46.21058,6.14202,"Entire loft","Entire home/apt",4,"2 baths",3,3,1125,3,3,1125,1125,3,1125,TRUE,25,55,82,342,19718,230,34,1,16472,19705,4.89,4.89,4.91,4.83,4.93,4.9,4.8,FALSE,1,1,0,0,2.13,100,94,74
5066448,"https://www.airbnb.com/rooms/5066448",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.79 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/63417719/904ac012_original.jpg",3737690,"https://www.airbnb.com/users/show/3737690","Philippe",15615,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_x_medium",25,33,TRUE,TRUE,"Commune de Genève",46.20474,6.15923,"Entire rental unit","Entire home/apt",4,"1 bath",2,2,1125,2,2,1125,1125,2,1125,TRUE,9,17,44,107,19718,75,6,0,16458,19631,4.79,4.89,4.91,4.93,4.88,4.88,4.64,TRUE,23,23,0,0,0.69,100,100,38.75
5120419,"https://www.airbnb.com/rooms/5120419",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.76 · 2 bedrooms · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/e0d48365-b5ba-44d9-98d4-d60e3685cc58.jpg",9005801,"https://www.airbnb.com/users/show/9005801","Christine",15971,"within an hour",TRUE,"https://a0.muscache.com/im/users/9005801/profile_pic/1380040842/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/9005801/profile_pic/1380040842/original.jpg?aki_policy=profile_x_medium",10,11,TRUE,TRUE,"Commune de Genève",46.20281,6.14509,"Entire rental unit","Entire home/apt",4,"1.5 baths",3,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,19718,62,15,0,16502,19642,4.76,4.86,4.86,4.95,4.95,4.94,4.6,FALSE,9,9,0,0,0.58,100,81,81.25
5137416,"https://www.airbnb.com/rooms/5137416",20231227030725,19718,"city scrape","Condo in Genève · ★4.93 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/4c8574fb-1df0-42cf-812e-e9b4225ee52a.jpg",8548638,"https://www.airbnb.com/users/show/8548638","Anne-Monique",15948,"within an hour",TRUE,"https://a0.muscache.com/im/users/8548638/profile_pic/1377965813/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8548638/profile_pic/1377965813/original.jpg?aki_policy=profile_x_medium",2,13,TRUE,TRUE,"Commune de Genève",46.20677,6.13482,"Entire condo","Entire home/apt",3,"1 bath",2,12,40,6,12,1125,1125,12,1125,TRUE,3,27,32,32,19718,42,4,1,16678,19698,4.93,4.95,4.83,4.98,5,4.88,4.68,FALSE,1,1,0,0,0.41,100,100,80
5247146,"https://www.airbnb.com/rooms/5247146",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.36 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/104502462/447dd2ec_original.jpg",21521753,"https://www.airbnb.com/users/show/21521753","Nadja",16332,"a few days or more",FALSE,"https://a0.muscache.com/im/users/21521753/profile_pic/1411221506/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/21521753/profile_pic/1411221506/original.jpg?aki_policy=profile_x_medium",3,3,TRUE,TRUE,"Commune de Genève",46.19993,6.16844,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,90,3,3,90,90,3,90,TRUE,25,31,31,270,19718,28,0,0,16676,19280,4.36,4.61,4.5,4.32,4.5,4.75,4.21,FALSE,2,2,0,0,0.28,0,0,44
5349734,"https://www.airbnb.com/rooms/5349734",20231227030725,19718,"city scrape","Rental unit in Carouge · ★4.77 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/68200428/29419e13_original.jpg",4334140,"https://www.airbnb.com/users/show/4334140","Laurent",15679,"a few days or more",FALSE,"https://a0.muscache.com/im/users/4334140/profile_pic/1391635138/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/4334140/profile_pic/1391635138/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Carouge",46.18124,6.13985,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,26,56,63,336,19718,47,0,0,16511,18326,4.77,4.74,4.7,4.94,4.96,4.79,4.67,FALSE,1,1,0,0,0.44,10,0,43.5
5517400,"https://www.airbnb.com/rooms/5517400",20231227030725,19718,"previous scrape","Rental unit in Genève · ★4.69 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/af28428f-1a53-4a49-99dc-5d3f891864f3.jpg",28407549,"https://www.airbnb.com/users/show/28407549","Nadege",16492,"within a few hours",FALSE,"https://a0.muscache.com/im/users/28407549/profile_pic/1425019325/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/28407549/profile_pic/1425019325/original.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Commune de Genève",46.19998,6.15721,"Entire rental unit","Entire home/apt",2,"1.5 baths",1,3,1125,2,3,1125,1125,3,1125,TRUE,1,1,1,1,19718,29,2,0,16552,19679,4.69,4.86,4.64,4.82,4.79,4.83,4.66,FALSE,1,1,0,0,0.27,100,50,60.5
5670364,"https://www.airbnb.com/rooms/5670364",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.74 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/855ee023-7a0b-4796-a994-f47ae0cf870f.jpg",12818236,"https://www.airbnb.com/users/show/12818236","J.J.",16134,"within a day",FALSE,"https://a0.muscache.com/im/users/12818236/profile_pic/1426453558/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/12818236/profile_pic/1426453558/original.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Commune de Genève",46.1931,6.14026,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,90,1,1,90,90,1,90,TRUE,25,53,83,173,19718,81,0,0,17021,19232,4.74,4.83,4.78,4.98,4.93,4.88,4.69,FALSE,1,1,0,0,0.9,78,19,62.5
5690631,"https://www.airbnb.com/rooms/5690631",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.82 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/74645301/40ab0df9_original.jpg",1994454,"https://www.airbnb.com/users/show/1994454","Oscar",15422,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/ebd3be38-988a-47cb-89b3-df1158052d7b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ebd3be38-988a-47cb-89b3-df1158052d7b.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Commune de Genève",46.18947,6.139,"Private room in rental unit","Private room",2,"1 shared bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,3,3,3,224,19718,38,1,0,16575,19569,4.82,4.89,4.84,4.92,4.78,4.89,4.75,FALSE,2,0,2,0,0.36,100,47,36
5740336,"https://www.airbnb.com/rooms/5740336",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.57 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/71445120/47b21e93_original.jpg",29773018,"https://www.airbnb.com/users/show/29773018","Zied",16516,"within an hour",TRUE,"https://a0.muscache.com/im/users/29773018/profile_pic/1430847989/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/29773018/profile_pic/1430847989/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Commune de Genève",46.21331,6.12595,"Entire rental unit","Entire home/apt",2,"1 bath",1,5,1125,5,5,1125,1125,5,1125,TRUE,3,3,3,87,19718,69,10,2,16564,19707,4.57,4.72,4.48,4.87,4.88,4.87,4.6,FALSE,1,1,0,0,0.66,100,100,33
5867434,"https://www.airbnb.com/rooms/5867434",20231227030725,19718,"city scrape","Rental unit in Chêne-Bougeries · ★5.0 · 4 bedrooms · 5 beds · 4 baths","https://a0.muscache.com/pictures/105938832/f7c0b117_original.jpg",4187635,"https://www.airbnb.com/users/show/4187635","Patricia",15663,"within a few hours",TRUE,"https://a0.muscache.com/im/users/4187635/profile_pic/1430486831/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/4187635/profile_pic/1430486831/original.jpg?aki_policy=profile_x_medium",6,7,TRUE,TRUE,"Chêne-Bougeries",46.1986,6.17833,"Entire rental unit","Entire home/apt",8,"4 baths",5,30,1125,30,30,1125,1125,30,1125,TRUE,25,55,85,360,19718,3,0,0,17776,19230,5,5,5,5,4.67,4.33,4.33,FALSE,2,2,0,0,0.05,100,89,75
5903347,"https://www.airbnb.com/rooms/5903347",20231227030725,19718,"city scrape","Loft in Genève · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/miso/Hosting-5903347/original/6c2cbc23-7a35-4d11-b2dd-e9d3e552ce1f.jpeg",30661130,"https://www.airbnb.com/users/show/30661130","J. Daniel",16530,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/da1df3c9-a3e8-4219-bd8c-abd6f62d7024.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/da1df3c9-a3e8-4219-bd8c-abd6f62d7024.jpg?aki_policy=profile_x_medium",4,4,TRUE,TRUE,"Commune de Genève",46.19665,6.14729,"Shared room in loft","Shared room",2,"1.5 shared baths",1,1,2,1,1,2,2,1,2,TRUE,17,19,19,19,19718,415,35,0,16564,19673,4.82,4.89,4.95,4.89,4.95,4.89,4.88,FALSE,1,0,0,1,3.95,100,44,19
5961262,"https://www.airbnb.com/rooms/5961262",20231227030725,19718,"city scrape","Serviced apartment in Genève · ★4.90 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/miso/Hosting-5961262/original/81ee9d13-2868-40bd-97df-27da9057cac9.jpeg",8287850,"https://www.airbnb.com/users/show/8287850","Martin",15937,"within a few hours",TRUE,"https://a0.muscache.com/im/users/8287850/profile_pic/1377035770/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8287850/profile_pic/1377035770/original.jpg?aki_policy=profile_x_medium",5,5,TRUE,TRUE,"Commune de Genève",46.20988,6.14834,"Entire serviced apartment","Entire home/apt",2,"1.5 baths",1,2,360,2,2,360,360,2,360,TRUE,27,57,57,57,19718,39,15,2,16656,19696,4.9,4.85,4.92,4.97,4.97,4.95,4.79,FALSE,5,5,0,0,0.38,100,92,163
6003027,"https://www.airbnb.com/rooms/6003027",20231227030725,19718,"city scrape","Home in Vandœuvres · ★4.90 · 1 bedroom · 1 bed · 2 shared baths","https://a0.muscache.com/pictures/25cf8bea-a92e-4b99-b3b7-2ff459a884be.jpg",22357526,"https://www.airbnb.com/users/show/22357526","Affie",16353,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/91f2b83f-3140-4da0-a862-40c3f8f5fd13.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/91f2b83f-3140-4da0-a862-40c3f8f5fd13.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Vandoeuvres",46.22082,6.20303,"Private room in home","Private room",1,"2 shared baths",1,1,1125,1,1,1125,1125,1,1125,TRUE,29,55,85,360,19718,39,1,0,16596,19388,4.9,4.85,4.85,4.97,5,4.71,4.82,FALSE,1,0,1,0,0.37,86,56,125
6151047,"https://www.airbnb.com/rooms/6151047",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.83 · 1 bedroom · 4 beds · 1 bath","https://a0.muscache.com/pictures/90615d4a-bb74-406c-ac21-1525344700f5.jpg",31908064,"https://www.airbnb.com/users/show/31908064","Maamoun",16550,"within a few hours",FALSE,"https://a0.muscache.com/im/users/31908064/profile_pic/1429970455/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/31908064/profile_pic/1429970455/original.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Commune de Genève",46.18968,6.15711,"Entire rental unit","Entire home/apt",2,"1 bath",4,3,3,3,3,1125,1125,3,1125,TRUE,21,32,55,145,19718,296,45,5,16561,19713,4.83,4.8,4.83,4.96,4.95,4.86,4.79,FALSE,1,1,0,0,2.81,100,99,48.5
6252372,"https://www.airbnb.com/rooms/6252372",20231227030725,19718,"city scrape","Rental unit in Lancy · ★4.75 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-6252372/original/d461301f-26bf-4423-9238-825fd11ce597.jpeg",2988944,"https://www.airbnb.com/users/show/2988944","Nour",15540,"within an hour",FALSE,"https://a0.muscache.com/im/users/2988944/profile_pic/1433603755/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2988944/profile_pic/1433603755/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Lancy",46.174248,6.114157,"Private room in rental unit","Private room",1,"1 shared bath",1,5,21,5,5,21,21,5,21,TRUE,29,59,89,89,19718,102,18,1,16562,19706,4.75,4.83,4.84,4.83,4.91,4.6,4.71,FALSE,1,0,1,0,0.97,100,91,48
6279426,"https://www.airbnb.com/rooms/6279426",20231227030725,19718,"city scrape","Rental unit in Geneva · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/miso/Hosting-6279426/original/2f401b32-e76c-476a-9ecb-7308835b4fc0.jpeg",11437698,"https://www.airbnb.com/users/show/11437698","Lucia",16089,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/37243c70-6d0a-4c83-8a68-16847e676d28.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/37243c70-6d0a-4c83-8a68-16847e676d28.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Commune de Genève",46.20986,6.14907,"Private room in rental unit","Private room",1,"1.5 shared baths",1,1,60,1,1,60,60,1,60,TRUE,24,48,71,337,19718,115,71,1,18483,19694,4.94,4.94,4.99,4.91,4.95,4.83,4.89,FALSE,2,0,2,0,2.79,100,97,120
6382351,"https://www.airbnb.com/rooms/6382351",20231227030725,19718,"city scrape","Serviced apartment in Genève · 1 bedroom · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/prohost-api/Hosting-6382351/original/b22afb62-d1a6-408e-9a4c-2b5f2459f9a0.jpeg",8287850,"https://www.airbnb.com/users/show/8287850","Martin",15937,"within a few hours",TRUE,"https://a0.muscache.com/im/users/8287850/profile_pic/1377035770/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8287850/profile_pic/1377035770/original.jpg?aki_policy=profile_x_medium",5,5,TRUE,TRUE,"Commune de Genève",46.21035,6.15004,"Entire serviced apartment","Entire home/apt",4,"1.5 baths",3,2,360,1,5,360,360,1.6,360,TRUE,15,43,66,224,19718,2,0,0,18609,18821,4.5,4.5,5,5,5,5,4.5,TRUE,5,5,0,0,0.05,100,92,190.5
6507694,"https://www.airbnb.com/rooms/6507694",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.91 · 1 bedroom · 3 beds · 1 bath","https://a0.muscache.com/pictures/e680e228-c3f5-4095-84c4-83106ae88963.jpg",13210732,"https://www.airbnb.com/users/show/13210732","Francoise",16146,"within a day",FALSE,"https://a0.muscache.com/im/users/13210732/profile_pic/1414683964/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/13210732/profile_pic/1414683964/original.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Commune de Genève",46.2004,6.14866,"Entire rental unit","Entire home/apt",4,"1 bath",3,7,400,1,7,400,400,7,400,TRUE,0,0,0,0,19718,136,9,2,16777,19711,4.91,4.96,4.96,4.9,4.9,4.96,4.75,FALSE,1,1,0,0,1.39,100,88,50
6805470,"https://www.airbnb.com/rooms/6805470",20231227030725,19718,"city scrape","Rental unit in Carouge · ★4.82 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/92268910/511bd91b_original.jpg",3737690,"https://www.airbnb.com/users/show/3737690","Philippe",15615,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_x_medium",25,33,TRUE,TRUE,"Carouge",46.18145,6.14006,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,183,19718,56,8,0,16694,19669,4.82,4.96,4.93,4.98,4.98,4.98,4.68,TRUE,23,23,0,0,0.56,100,100,58.5
6829050,"https://www.airbnb.com/rooms/6829050",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.81 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/87821513/e5dc6eb2_original.jpg",5558965,"https://www.airbnb.com/users/show/5558965","Antoine",15785,"within a day",TRUE,"https://a0.muscache.com/im/users/5558965/profile_pic/1363864909/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5558965/profile_pic/1363864909/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Commune de Genève",46.2082,6.1369,"Entire rental unit","Entire home/apt",2,"1 bath",1,12,120,10,12,120,120,12,120,TRUE,3,30,60,335,19718,32,7,1,16686,19693,4.81,5,4.91,5,5,4.97,4.78,FALSE,1,1,0,0,0.32,100,71,67
6916065,"https://www.airbnb.com/rooms/6916065",20231227030725,19718,"city scrape","Rental unit in Genève · ★4.58 · 1 bedroom · 1 bed · Shared half-bath","https://a0.muscache.com/pictures/hosting/Hosting-6916065/original/c74cddb1-c933-4c32-9efd-e594cc8b6895.jpeg",9084782,"https://www.airbnb.com/users/show/9084782","Françoise",15975,"within a day",TRUE,"https://a0.muscache.com/im/users/9084782/profile_pic/1399649587/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/9084782/profile_pic/1399649587/original.jpg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Commune de Genève",46.20178,6.13789,"Private room in rental unit","Private room",1,"Shared half-bath",1,7,30,7,7,30,30,7,30,TRUE,21,37,67,342,19718,72,3,0,16624,19607,4.58,4.74,4.78,4.69,4.74,4.79,4.5,FALSE,1,0,1,0,0.7,89,70,75
