"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_in_usd"
564922422065575424,"https://www.airbnb.com/rooms/564922422065575393",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/prohost-api/Hosting-564922422065575393/original/7d51cc9b-7e21-4025-8eb6-0447a7578404.jpeg",434204093,"https://www.airbnb.com/users/show/434204093","Blueground",18962,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/882cb80f-be53-4667-8185-cf0e6bd3ca29.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/882cb80f-be53-4667-8185-cf0e6bd3ca29.jpg?aki_policy=profile_x_medium",119,124,TRUE,TRUE,"Kreis 4",47.3708327,8.5260334,"Entire rental unit","Entire home/apt",2,"1 bath",1,30,1125,30,365,1125,1125,351.2,1125,TRUE,0,0,0,93,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,105,105,0,0,NA,100,98,167
566426383741128768,"https://www.airbnb.com/rooms/566426383741128740",20231227173841,19719,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/94ee163b-3c79-4380-a1c7-803fa2fa19f3.jpg",432707854,"https://www.airbnb.com/users/show/432707854","Jack",18951,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/2be6da5c-6c22-4ea0-9f4a-8f37adf786c1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2be6da5c-6c22-4ea0-9f4a-8f37adf786c1.jpg?aki_policy=profile_x_medium",7,8,TRUE,TRUE,"Kreis 11",47.40917,8.5383,"Entire rental unit","Entire home/apt",2,"1 bath",2,7,365,7,7,1125,1125,7,1125,TRUE,30,60,90,365,19719,7,4,0,19074,19653,5,4.86,4.86,5,5,5,5,TRUE,2,2,0,0,0.33,100,100,81
566451683666196352,"https://www.airbnb.com/rooms/566451683666196351",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-566451683666196351/original/03af4aa7-6746-473c-8d64-b9acfdf0b44f.jpeg",17835239,"https://www.airbnb.com/users/show/17835239","Bertrand",16259,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-17835239/original/709ce46c-2baa-43ac-97ce-133ce199dc7d.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-17835239/original/709ce46c-2baa-43ac-97ce-133ce199dc7d.jpeg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 8",47.35348,8.55869,"Entire rental unit","Entire home/apt",2,"1 bath",1,10,30,10,10,30,30,10,30,TRUE,9,9,26,67,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,100,17,160
567356657811110528,"https://www.airbnb.com/rooms/567356657811110556",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-567356657811110556/original/99e748bd-ed30-42cf-91c6-af32a72cd8c5.jpeg",371008290,"https://www.airbnb.com/users/show/371008290","Sonia",18542,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/67bfc9ec-498e-4c30-a6f7-cfc238c71d02.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/67bfc9ec-498e-4c30-a6f7-cfc238c71d02.jpg?aki_policy=profile_x_medium",7,9,TRUE,TRUE,"Kreis 6",47.395199,8.545024,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,120,1,1,1125,1125,1,1125,TRUE,11,20,20,67,19719,125,68,3,19052,19717,4.75,4.78,4.89,4.86,4.94,4.55,4.59,FALSE,7,7,0,0,5.61,100,98,90
567386344857471296,"https://www.airbnb.com/rooms/567386344857471286",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-567386344857471286/original/8844e6d6-3ba1-4d2e-bfb8-4153930e704b.jpeg",34192304,"https://www.airbnb.com/users/show/34192304","Benjamin",16580,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/a9338249-37c3-4d62-b3fe-999cd9635e17.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a9338249-37c3-4d62-b3fe-999cd9635e17.jpg?aki_policy=profile_x_medium",4,5,TRUE,TRUE,"Kreis 4",47.3752,8.52685,"Private room in rental unit","Private room",2,"1 shared bath",1,2,31,2,2,31,31,2,31,TRUE,28,58,88,88,19718,1,0,0,19085,19085,5,5,5,5,5,5,5,FALSE,4,1,3,0,0.05,100,57,144
567993118012044160,"https://www.airbnb.com/rooms/567993118012044130",20231227173841,19719,"city scrape","Condo in Zürich · ★4.89 · 2 bedrooms · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/9f12fbe6-b562-4d77-ad5c-6983f76501e6.jpg",4722033,"https://www.airbnb.com/users/show/4722033","Cesare",15721,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/398df42b-1835-4938-aaaa-c76fdc00d804.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/398df42b-1835-4938-aaaa-c76fdc00d804.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 3",47.36385,8.52109,"Entire condo","Entire home/apt",4,"1.5 baths",1,3,21,2,5,1125,1125,3.2,1125,TRUE,19,22,24,48,19719,36,13,0,19061,19584,4.89,4.94,4.97,4.97,5,4.67,4.72,FALSE,1,1,0,0,1.64,100,96,186
568707206326908480,"https://www.airbnb.com/rooms/568707206326908466",20231227173841,19719,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-568707206326908466/original/935a0036-2a6a-47f6-9fbb-d33cec8d9d0c.jpeg",2942097,"https://www.airbnb.com/users/show/2942097","Felicitas",15536,"within a few hours",FALSE,"https://a0.muscache.com/im/users/2942097/profile_pic/1363643800/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2942097/profile_pic/1363643800/original.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Kreis 6",47.38304,8.55055,"Entire rental unit","Entire home/apt",3,"1 bath",1,7,1125,3,7,1125,1125,7,1125,TRUE,0,0,0,0,19719,14,10,0,19195,19666,5,5,4.8,5,4.8,4.87,4.93,FALSE,1,1,0,0,0.8,89,72,126
570347810853273024,"https://www.airbnb.com/rooms/570347810853273039",20231227173841,19719,"city scrape","Condo in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/7f4d9d9c-459a-4c6b-9953-b5f36f7261ae.jpg",5939421,"https://www.airbnb.com/users/show/5939421","Maryna",15810,"within an hour",TRUE,"https://a0.muscache.com/im/users/5939421/profile_pic/1366364491/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5939421/profile_pic/1366364491/original.jpg?aki_policy=profile_x_medium",2,4,TRUE,TRUE,"Kreis 1",47.36977,8.54827,"Entire condo","Entire home/apt",2,"1 bath",1,3,365,3,3,1125,1125,3,1125,TRUE,0,0,0,236,19719,38,31,1,19071,19690,4.82,4.84,4.58,4.89,4.89,4.92,4.61,TRUE,1,1,0,0,1.76,100,98,110
571689725226581312,"https://www.airbnb.com/rooms/571689725226581323",20231227173841,19719,"previous scrape","Rental unit in Zürich · ★4.79 · 2 bedrooms · 2 beds · 1 bath","https://a0.muscache.com/pictures/daa80ddb-4762-4429-a4e2-7033496d9f3a.jpg",122143687,"https://www.airbnb.com/users/show/122143687","Jens",17248,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/fa6a1890-c5b7-4d96-9ac6-01228c1e4d50.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/fa6a1890-c5b7-4d96-9ac6-01228c1e4d50.jpg?aki_policy=profile_x_medium",1,5,TRUE,TRUE,"Kreis 6",47.39563,8.54037,"Entire rental unit","Entire home/apt",4,"1 bath",2,5,365,5,5,365,365,5,365,TRUE,4,4,4,4,19719,14,6,0,19064,19637,4.79,4.93,4.86,5,5,4.79,4.71,FALSE,1,1,0,0,0.64,100,71,140
573892075149063680,"https://www.airbnb.com/rooms/573892075149063706",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.78 · 3 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/decabeeb-56d2-40f9-a0fc-390f536f7188.jpg",46763838,"https://www.airbnb.com/users/show/46763838","Martin",16725,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/d33fbd2a-489c-4108-aa68-775f18041a34.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d33fbd2a-489c-4108-aa68-775f18041a34.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Kreis 10",47.40516,8.50499,"Entire rental unit","Entire home/apt",6,"1 bath",3,2,1125,2,2,1125,1125,2,1125,TRUE,23,37,64,303,19718,83,47,1,19065,19698,4.78,4.82,4.82,4.92,4.83,4.76,4.58,FALSE,1,1,0,0,3.81,100,100,321
574315518365567808,"https://www.airbnb.com/rooms/574315518365567777",20231227173841,19718,"city scrape","Rental unit in Zürich · ★New · 1 bedroom · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-574315518365567777/original/fc0a6f8f-9b09-44b4-9ae5-8a9bd4318163.jpeg",447676833,"https://www.airbnb.com/users/show/447676833","Yves",19054,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/User-447676833/original/b7d10074-5436-4530-b6c6-9b26e3db10b4.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-447676833/original/b7d10074-5436-4530-b6c6-9b26e3db10b4.jpeg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 11",47.4130754076812,8.55861933086795,"Private room in rental unit","Private room",1,"1 shared bath",NA,1,365,1,1,365,365,1,365,TRUE,6,16,46,46,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,100,100,75
576558264235546368,"https://www.airbnb.com/rooms/576558264235546348",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/22ca35b4-8f4c-4576-864e-cc39e137b00f.jpg",1348435,"https://www.airbnb.com/users/show/1348435","Rafael",15276,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/555fd628-a8a9-4c86-8364-12c60cd9f118.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/555fd628-a8a9-4c86-8364-12c60cd9f118.jpg?aki_policy=profile_x_medium",7,7,TRUE,TRUE,"Kreis 11",47.41364,8.54353,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,365,2,3,365,365,2,365,TRUE,29,59,89,364,19718,14,5,2,19064,19702,4.86,4.93,4.79,5,5,5,4.64,FALSE,7,7,0,0,0.64,100,70,126
576697377128619520,"https://www.airbnb.com/rooms/576697377128619584",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/miso/Hosting-576697377128619584/original/98684c6a-7a0b-412b-bd6f-34c07f801d46.jpeg",38669185,"https://www.airbnb.com/users/show/38669185","Amelie",16632,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/c4a2a7a4-cd0d-4c2f-9b20-332a2f8be94a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c4a2a7a4-cd0d-4c2f-9b20-332a2f8be94a.jpg?aki_policy=profile_x_medium",7,9,TRUE,TRUE,"Kreis 7",47.35905,8.58999,"Private room in rental unit","Private room",1,"1.5 baths",1,2,365,2,2,365,365,2,365,TRUE,30,60,90,180,19718,5,1,1,19090,19705,5,5,5,5,5,5,5,FALSE,5,1,4,0,0.24,100,72,63
576748573947061504,"https://www.airbnb.com/rooms/576748573947061504",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/miso/Hosting-576748573947061504/original/b3c66714-b762-43bf-acf3-5dd461ebce7d.jpeg",380821841,"https://www.airbnb.com/users/show/380821841","Artur",18615,NA,FALSE,"https://a0.muscache.com/im/pictures/user/72535bb0-0b79-4579-b36d-2629fd822bb2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/72535bb0-0b79-4579-b36d-2629fd822bb2.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 7",47.35868,8.5819,"Private room in rental unit","Private room",2,"1 private bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,29,59,89,364,19718,1,1,0,19522,19522,3,5,3,5,5,3,3,FALSE,1,0,1,0,0.15,NA,67,165
576882718670997632,"https://www.airbnb.com/rooms/576882718670997668",20231227173841,19719,"previous scrape","Condo in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/0305ff4c-a597-4943-b840-b9088af719d4.jpg",4726161,"https://www.airbnb.com/users/show/4726161","Roberta",15721,NA,FALSE,"https://a0.muscache.com/im/pictures/user/8822578f-c658-49a9-b143-8c244f580e9e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8822578f-c658-49a9-b143-8c244f580e9e.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 3",47.3701,8.52123,"Entire condo","Entire home/apt",2,"1 bath",1,1,6,1,1,1125,1125,1,1125,TRUE,0,0,0,0,19719,20,1,0,19092,19446,4.85,4.9,4.8,4.9,4.85,4.95,4.8,FALSE,1,1,0,0,0.96,NA,100,185
577287866696408192,"https://www.airbnb.com/rooms/577287866696408149",20231227173841,19719,"previous scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths","https://a0.muscache.com/pictures/81fb4db7-d037-4f2c-90d4-d1eb2acf7cf9.jpg",38218137,"https://www.airbnb.com/users/show/38218137","Lorena",16628,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/c7b439d8-a0df-41d7-a2ed-1d8f7fd3e1ef.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c7b439d8-a0df-41d7-a2ed-1d8f7fd3e1ef.jpg?aki_policy=profile_x_medium",2,3,TRUE,TRUE,"Kreis 7",47.35886,8.57782,"Entire rental unit","Entire home/apt",2,"2 baths",1,28,120,28,28,120,120,28,120,TRUE,0,0,0,0,19719,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,100,99,99
578001105444473600,"https://www.airbnb.com/rooms/578001105444473594",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/prohost-api/Hosting-578001105444473594/original/08daaabb-fd87-44cc-a3a3-29e7de0d1379.jpeg",434204093,"https://www.airbnb.com/users/show/434204093","Blueground",18962,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/882cb80f-be53-4667-8185-cf0e6bd3ca29.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/882cb80f-be53-4667-8185-cf0e6bd3ca29.jpg?aki_policy=profile_x_medium",119,124,TRUE,TRUE,"Kreis 11",47.4072565,8.5514417,"Entire rental unit","Entire home/apt",2,"1 bath",1,30,1125,360,360,1125,1125,360,1125,TRUE,0,0,0,0,19719,1,1,0,19533,19533,4,4,4,5,4,2,3,FALSE,105,105,0,0,0.16,100,98,161
578994657601085824,"https://www.airbnb.com/rooms/578994657601085862",20231227173841,19719,"previous scrape","Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/910da399-c2d3-47cc-a3b1-4bf9863a3f53.jpg",337594479,"https://www.airbnb.com/users/show/337594479","Samson",18311,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/23144a4b-19ba-4a0b-a967-f06609488396.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/23144a4b-19ba-4a0b-a967-f06609488396.jpg?aki_policy=profile_x_medium",2,5,TRUE,TRUE,"Kreis 3",47.37373,8.51305,"Entire rental unit","Entire home/apt",2,"1.5 baths",1,2,365,2,2,365,365,2,365,TRUE,1,2,2,2,19719,55,22,1,19070,19708,4.6,4.73,4.65,4.85,4.82,4.8,4.58,TRUE,1,1,0,0,2.54,100,100,100
579027196800062208,"https://www.airbnb.com/rooms/579027196800062224",20231227173841,19719,"city scrape","Place to stay in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/miso/Hosting-579027196800062224/original/5f3c3a0b-8353-428e-b6ae-ed85ca8962c7.jpeg",15022767,"https://www.airbnb.com/users/show/15022767","Melanie",16192,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-15022767/original/92116c1d-fdbb-4e03-94ba-25b3e8485bc2.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-15022767/original/92116c1d-fdbb-4e03-94ba-25b3e8485bc2.jpeg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Kreis 4",47.38065,8.52647,"Private room","Private room",2,"1 private bath",1,1,365,1,1,1125,1125,1,1125,TRUE,0,0,0,0,19719,159,85,3,19064,19703,4.7,4.81,4.89,4.71,4.68,4.54,4.55,TRUE,1,0,1,0,7.27,100,99,135
579353330286903936,"https://www.airbnb.com/rooms/579353330286903928",20231227173841,19718,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/a5777af2-48f5-4aa4-b9b8-63fa2e5bb12b.jpg",22513551,"https://www.airbnb.com/users/show/22513551","Luca",16357,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/87de6ce8-f675-4d64-9b0a-494e090f620f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/87de6ce8-f675-4d64-9b0a-494e090f620f.jpg?aki_policy=profile_x_medium",79,87,TRUE,TRUE,"Kreis 3",47.37255,8.5156,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,1000,1,1,1125,1125,1,1125,TRUE,0,0,0,10,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,35,34,1,0,NA,98,98,88
580040092966431104,"https://www.airbnb.com/rooms/580040092966431144",20231227173841,19719,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-580040092966431144/original/be3f0c6a-6dd8-46ea-9300-f1980ae7ef7c.jpeg",13989108,"https://www.airbnb.com/users/show/13989108","Avjana",16167,NA,FALSE,"https://a0.muscache.com/im/pictures/user/3ffa21a9-8bd2-4ea9-971d-3abf09f236d9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3ffa21a9-8bd2-4ea9-971d-3abf09f236d9.jpg?aki_policy=profile_x_medium",2,8,TRUE,TRUE,"Kreis 5",47.39026,8.51602,"Entire rental unit","Entire home/apt",3,"1 bath",1,10,365,10,10,365,365,10,365,TRUE,27,57,87,362,19719,7,2,0,19127,19542,5,5,5,4.86,5,4.86,5,FALSE,1,1,0,0,0.35,NA,56,281
581687469734958336,"https://www.airbnb.com/rooms/581687469734958359",20231227173841,19718,"city scrape","Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-581687469734958359/original/8400f8f4-d48a-4cf1-b41e-5533726c05ea.jpeg",348692276,"https://www.airbnb.com/users/show/348692276","Julia",18417,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/37a031df-8e3e-42bb-9bfc-1181d4796fdf.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/37a031df-8e3e-42bb-9bfc-1181d4796fdf.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 6",47.389532190724,8.54975434506563,"Private room in rental unit","Private room",1,"1 shared bath",2,1,30,1,1,30,30,1,30,TRUE,24,54,59,59,19718,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,100,100,64
583015218437056000,"https://www.airbnb.com/rooms/583015218437056036",20231227173841,19718,"city scrape","Condo in Zürich · ★4.81 · 2 bedrooms · 4 beds · Shared half-bath","https://a0.muscache.com/pictures/98f89f98-2edd-409b-9a04-4f8f07951395.jpg",67421613,"https://www.airbnb.com/users/show/67421613","Jung Soo",16907,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/e8c40e09-8c18-4fb0-80bc-a535676ad23f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e8c40e09-8c18-4fb0-80bc-a535676ad23f.jpg?aki_policy=profile_x_medium",3,3,TRUE,TRUE,"Kreis 11",47.40851,8.55349,"Private room in condo","Private room",2,"Shared half-bath",4,1,365,1,1,365,365,1,365,TRUE,6,13,15,15,19718,59,44,4,19082,19706,4.81,4.85,4.9,4.88,4.97,4.76,4.69,FALSE,3,1,2,0,2.78,100,99,56
584516280910117376,"https://www.airbnb.com/rooms/584516280910117359",20231227173841,19718,"city scrape","Home in Zürich · ★4.71 · 1 bedroom · 2 beds · 2 baths","https://a0.muscache.com/pictures/miso/Hosting-584516280910117359/original/5301285a-8e2a-40d3-b1f7-2755f98e3d50.jpeg",13772621,"https://www.airbnb.com/users/show/13772621","Jonny",16161,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/8441be56-85b7-43b6-a895-f2305b89499a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8441be56-85b7-43b6-a895-f2305b89499a.jpg?aki_policy=profile_x_medium",1,2,TRUE,TRUE,"Kreis 8",47.34842,8.56403,"Entire home","Entire home/apt",4,"2 baths",2,2,35,2,2,35,35,2,35,TRUE,29,59,89,89,19718,21,2,0,19085,19568,4.71,4.67,4.67,4.76,4.9,4.67,4.48,FALSE,1,1,0,0,0.99,100,71,197
586968193391505280,"https://www.airbnb.com/rooms/586968193391505307",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.92 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/f1cc8012-d325-40f0-83b2-63070a394904.jpg",3387193,"https://www.airbnb.com/users/show/3387193","Dorothea",15579,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/7d1a96db-a866-4ace-9b31-6e214868825b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7d1a96db-a866-4ace-9b31-6e214868825b.jpg?aki_policy=profile_x_medium",5,9,TRUE,TRUE,"Kreis 6",47.38335,8.54938,"Private room in rental unit","Private room",1,"1 shared bath",1,2,365,2,2,365,365,2,365,TRUE,12,42,47,47,19718,84,73,3,19228,19703,4.92,4.88,4.85,4.94,4.96,4.86,4.83,TRUE,2,1,1,0,5.13,98,100,87
589068098936647936,"https://www.airbnb.com/rooms/589068098936647987",20231227173841,19719,"city scrape","Loft in Zürich · ★4.41 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-589068098936647987/original/15b3da1c-f3e8-4995-917c-587c96b1015c.jpeg",41809244,"https://www.airbnb.com/users/show/41809244","Pietro",16665,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/51aae0e0-a001-47d8-81ae-4b3ca4443c67.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/51aae0e0-a001-47d8-81ae-4b3ca4443c67.jpg?aki_policy=profile_x_medium",1,5,TRUE,TRUE,"Kreis 6",47.39064,8.5378,"Entire loft","Entire home/apt",3,"1 bath",3,2,20,2,2,20,20,2,20,TRUE,1,1,27,117,19719,17,4,0,19120,19498,4.41,4.65,4.88,4.88,4.65,4.94,4.35,FALSE,1,1,0,0,0.85,63,25,197
590431875461610368,"https://www.airbnb.com/rooms/590431875461610408",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-590431875461610408/original/e3deac49-6858-4c3b-a421-cb0642298e3e.jpeg",420370006,"https://www.airbnb.com/users/show/420370006","Kamila",18866,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/5ae2cc4c-22be-4c70-9801-ab35b49bb868.jpg?aki_policy=profile_x_medium",34,41,TRUE,TRUE,"Kreis 2",47.3607,8.53279,"Entire rental unit","Entire home/apt",4,"1 bath",2,1,365,1,1,1125,1125,1,1125,TRUE,26,56,86,151,19719,140,98,6,19123,19716,4.5,4.58,4.56,4.81,4.87,4.86,4.41,TRUE,31,31,0,0,7.04,100,99,121
590568458431108736,"https://www.airbnb.com/rooms/590568458431108696",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.71 · 1 bedroom · 4 beds · 1 bath","https://a0.muscache.com/pictures/2dd42b98-ca96-4b6d-b28d-bddef34aeff2.jpg",348327394,"https://www.airbnb.com/users/show/348327394","Saschja",18414,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-348327394/original/7fdceb86-3a87-4341-9343-601a56345f8f.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-348327394/original/7fdceb86-3a87-4341-9343-601a56345f8f.jpeg?aki_policy=profile_x_medium",8,11,TRUE,TRUE,"Kreis 6",47.39307,8.54667,"Entire rental unit","Entire home/apt",5,"1 bath",4,2,365,1,2,1125,1125,2,1125,TRUE,21,24,24,24,19718,80,41,3,19100,19694,4.71,4.81,4.51,4.86,4.85,4.74,4.54,TRUE,4,4,0,0,3.88,100,100,95
590995377409304704,"https://www.airbnb.com/rooms/590995377409304753",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/67ab5e03-138a-4188-96e6-e35ba032a7bc.jpg",107649824,"https://www.airbnb.com/users/show/107649824","Laurent",17153,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/User-107649824/original/a246910a-0cc0-4d3a-95b5-3da34c380140.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-107649824/original/a246910a-0cc0-4d3a-95b5-3da34c380140.jpeg?aki_policy=profile_x_medium",2,4,TRUE,TRUE,"Kreis 7",47.36568,8.55492,"Entire rental unit","Entire home/apt",2,"1 bath",1,7,365,7,7,365,365,7,365,TRUE,30,60,90,354,19719,1,0,0,19157,19157,4,5,4,5,5,5,5,TRUE,1,1,0,0,0.05,100,100,120
