"id","listing_url","scrape_id","last_scraped","source","name","picture_url","host_id","host_url","host_name","host_since","host_response_time","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_response_rate_in_percent","host_acceptance_rate_in_percent","price_in_usd"
13307128,"https://www.airbnb.com/rooms/13307128",20231227173841,19719,"city scrape","Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/2ba4d582-55db-401d-a12e-e7a8d6b863e2.jpg",22004663,"https://www.airbnb.com/users/show/22004663","Patrick",16344,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-22004663/original/0c16ba87-6aa2-4308-ba90-09c66f19ff56.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-22004663/original/0c16ba87-6aa2-4308-ba90-09c66f19ff56.jpeg?aki_policy=profile_x_medium",5,7,TRUE,TRUE,"Kreis 1",47.36827,8.54274,"Entire rental unit","Entire home/apt",2,"1 bath",1,1,3,1,1,3,3,1,3,TRUE,29,59,89,364,19719,2,0,0,17018,17743,5,5,5,5,5,5,5,FALSE,2,1,1,0,0.02,100,52,195
13353575,"https://www.airbnb.com/rooms/13353575",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/7b73f54e-b0a9-4714-8771-c5b17e30e427.jpg",16506657,"https://www.airbnb.com/users/show/16506657","Karen",16228,"within a few hours",TRUE,"https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_x_medium",4,7,TRUE,TRUE,"Kreis 2",47.35843,8.52863,"Private room in rental unit","Private room",2,"1 shared bath",1,21,365,21,21,1125,1125,21,1125,TRUE,8,19,19,73,19718,41,2,0,17136,19686,4.85,4.9,4.63,4.93,4.9,4.93,4.83,FALSE,3,1,2,0,0.48,100,91,60
13432999,"https://www.airbnb.com/rooms/13432999",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/5340d781-1dfb-4f50-9228-36f3788dd2ee.jpg",475053,"https://www.airbnb.com/users/show/475053","James",15064,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_x_medium",35,42,TRUE,TRUE,"Kreis 1",47.37067,8.54021,"Entire rental unit","Entire home/apt",4,"1 bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,14,43,73,341,19719,106,29,2,16984,19704,4.79,4.9,4.91,4.9,4.92,4.96,4.5,FALSE,15,15,0,0,1.16,100,99,388
13514089,"https://www.airbnb.com/rooms/13514089",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.81 · 3 bedrooms · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/17abba65-abcd-4c1b-860d-4775a912866e.jpg",475053,"https://www.airbnb.com/users/show/475053","James",15064,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_x_medium",35,42,TRUE,TRUE,"Kreis 1",47.37507,8.53504,"Entire rental unit","Entire home/apt",8,"1.5 baths",3,1,1125,1,1,1125,1125,1,1125,TRUE,17,44,74,342,19719,137,26,1,16983,19713,4.81,4.89,4.81,4.77,4.82,4.91,4.57,FALSE,15,15,0,0,1.5,100,99,581
13656976,"https://www.airbnb.com/rooms/13656976",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-13656976/original/fa16df8e-cf06-497b-8c8a-a671f63cd04b.jpeg",3592245,"https://www.airbnb.com/users/show/3592245","Fabio",15600,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/User-3592245/original/2fcc76ee-4a20-48ab-be74-5164e0e0e306.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-3592245/original/2fcc76ee-4a20-48ab-be74-5164e0e0e306.png?aki_policy=profile_x_medium",4,4,TRUE,TRUE,"Kreis 6",47.39961,8.54144,"Entire rental unit","Entire home/apt",2,"1 bath",1,3,42,3,3,42,42,3,42,TRUE,0,0,0,48,19718,5,0,0,17208,18853,5,4.8,4.6,5,5,5,4.6,FALSE,4,2,2,0,0.06,100,100,110
13720909,"https://www.airbnb.com/rooms/13720909",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.52 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-13720909/original/c1180a05-e53d-42b8-bc6a-49efd657d604.jpeg",58818657,"https://www.airbnb.com/users/show/58818657","Book A Home AG",16846,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/9836fff6-71bf-47b6-9fad-b7b0431391ad.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9836fff6-71bf-47b6-9fad-b7b0431391ad.jpg?aki_policy=profile_x_medium",49,66,TRUE,TRUE,"Kreis 11",47.41888,8.5081,"Entire rental unit","Entire home/apt",2,"1 bath",1,5,80,5,5,80,80,5,80,TRUE,27,57,87,87,19718,21,1,0,17010,19477,4.52,4.71,4.9,4.95,4.9,4.52,4.62,FALSE,43,43,0,0,0.23,100,96,130
13736251,"https://www.airbnb.com/rooms/13736251",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.80 · 2 bedrooms · 2 beds · 2 baths","https://a0.muscache.com/pictures/fcb04446-356b-49aa-ad09-f6407b55cf0f.jpg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 8",47.36356,8.54963,"Entire rental unit","Entire home/apt",5,"2 baths",2,2,1125,2,2,1125,1125,2,1125,TRUE,16,43,59,79,19719,267,23,1,16999,19694,4.8,4.88,4.84,4.9,4.84,4.95,4.66,TRUE,61,61,0,0,2.94,100,99,192
13737722,"https://www.airbnb.com/rooms/13737722",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/miso/Hosting-13737722/original/5fa1fd21-6196-4738-a8e8-bb1fdb6b0616.jpeg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 8",47.36385,8.54942,"Entire rental unit","Entire home/apt",6,"1.5 baths",3,2,1125,2,2,1125,1125,2,1125,TRUE,18,34,34,34,19719,275,47,7,17032,19712,4.81,4.9,4.88,4.89,4.9,4.94,4.73,TRUE,61,61,0,0,3.07,100,99,238
13738438,"https://www.airbnb.com/rooms/13738438",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.84 · Studio · 1 bed · 1 bath","https://a0.muscache.com/pictures/bc0dea2e-5c04-4494-8101-d50d38f0a9c5.jpg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 8",47.36385,8.54942,"Entire rental unit","Entire home/apt",2,"1 bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,27,52,52,52,19718,87,44,4,16995,19711,4.84,4.89,4.87,4.92,4.95,4.92,4.74,TRUE,61,61,0,0,0.96,100,99,145
13738854,"https://www.airbnb.com/rooms/13738854",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.86 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/8f23c4e6-e11a-43fd-982b-db8682b40947.jpg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 8",47.35733,8.55358,"Entire rental unit","Entire home/apt",4,"1 bath",2,2,1125,2,2,1125,1125,2,1125,TRUE,28,30,30,30,19718,125,18,4,17014,19712,4.86,4.87,4.8,4.92,4.88,4.88,4.69,TRUE,61,61,0,0,1.39,100,99,155
13738980,"https://www.airbnb.com/rooms/13738980",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.78 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/ba1f54da-4a49-42ec-8ebc-eed0f7f86f42.jpg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 8",47.35721,8.5547,"Entire rental unit","Entire home/apt",6,"1 bath",3,2,1125,2,2,1125,1125,2,1125,TRUE,22,27,27,27,19719,83,15,0,17031,19583,4.78,4.9,4.88,4.89,4.89,4.84,4.69,TRUE,61,61,0,0,0.93,100,99,193
13740005,"https://www.airbnb.com/rooms/13740005",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.73 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-13740005/original/1dbdd49b-a534-44ca-8b6b-53d27e682f7f.jpeg",23561865,"https://www.airbnb.com/users/show/23561865","Dimi",16384,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-23561865/original/5bed8aa2-199c-4ad9-9be9-0bd9f844662a.png?aki_policy=profile_x_medium",63,134,TRUE,TRUE,"Kreis 2",47.36376,8.53257,"Entire rental unit","Entire home/apt",5,"1 bath",3,2,1125,2,2,1125,1125,2,1125,TRUE,5,5,5,5,19718,279,22,2,17003,19707,4.73,4.85,4.8,4.91,4.82,4.91,4.63,TRUE,61,61,0,0,3.08,100,99,179
13842275,"https://www.airbnb.com/rooms/13842275",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-13842275/original/a7ed121c-7967-4639-9acb-764c3118a3f5.jpeg",81685146,"https://www.airbnb.com/users/show/81685146","Rumyana",16986,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/11f319bd-3022-4752-bd63-ec52caae5519.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/11f319bd-3022-4752-bd63-ec52caae5519.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 3",47.36659,8.5012,"Entire rental unit","Entire home/apt",4,"1 bath",3,7,180,7,7,180,180,7,180,TRUE,27,57,87,177,19718,37,6,0,17021,19670,4.81,4.73,4.68,4.76,4.78,4.57,4.65,FALSE,1,1,0,0,0.41,75,64,175
13879118,"https://www.airbnb.com/rooms/13879118",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.92 · 2 bedrooms · 2 beds · 1 bath","https://a0.muscache.com/pictures/8971cbd9-2fe7-45a7-8a5e-b00dfd382276.jpg",56932925,"https://www.airbnb.com/users/show/56932925","Hyesook",16832,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-56932925/original/2d94325c-d4e3-433b-963e-9759bfbdc734.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-56932925/original/2d94325c-d4e3-433b-963e-9759bfbdc734.jpeg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Kreis 5",47.38134,8.53501,"Entire rental unit","Entire home/apt",4,"1 bath",2,3,1125,3,3,1125,1125,3,1125,TRUE,19,46,64,281,19719,253,66,5,17007,19711,4.92,4.94,4.98,4.94,4.95,4.92,4.82,FALSE,2,2,0,0,2.8,100,99,190
13895923,"https://www.airbnb.com/rooms/13895923",20231227173841,19719,"previous scrape","Rental unit in Zürich · ★4.67 · 2 bedrooms · 2 beds · 1 bath","https://a0.muscache.com/pictures/9c9cfdc4-985d-4c21-8a61-5f90440e6817.jpg",19367610,"https://www.airbnb.com/users/show/19367610","Charlene",16285,NA,FALSE,"https://a0.muscache.com/im/pictures/user/bb422977-e6b8-4501-bf6c-ebb14215350c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/bb422977-e6b8-4501-bf6c-ebb14215350c.jpg?aki_policy=profile_x_medium",3,5,TRUE,TRUE,"Kreis 4",47.37391,8.52971,"Entire rental unit","Entire home/apt",4,"1 bath",2,14,1125,14,14,1125,1125,14,1125,TRUE,0,0,0,0,19719,3,0,0,17881,17897,4.67,5,5,4.33,4.33,5,4.67,FALSE,3,2,1,0,0.05,NA,NA,110
13927064,"https://www.airbnb.com/rooms/13927064",20231227173841,19719,"city scrape","Condo in Zürich · ★4.84 · 1 bedroom · 2 beds · 1 bath","https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM5MjcwNjQ%3D/original/4c14da6f-67d1-483e-b3a3-50ef91de5bfc.jpeg",25739430,"https://www.airbnb.com/users/show/25739430","Julian",16442,"within an hour",TRUE,"https://a0.muscache.com/im/users/25739430/profile_pic/1424960220/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/25739430/profile_pic/1424960220/original.jpg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Kreis 5",47.38881,8.51445,"Entire condo","Entire home/apt",4,"1 bath",2,2,45,2,2,1125,1125,2,1125,TRUE,21,47,73,249,19719,64,11,0,17020,19635,4.84,4.81,4.77,4.97,4.92,4.92,4.73,FALSE,1,1,0,0,0.71,100,100,190
13980689,"https://www.airbnb.com/rooms/13980689",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-13980689/original/1858d660-75c0-4653-8456-26b107cfbab9.png",475053,"https://www.airbnb.com/users/show/475053","James",15064,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_x_medium",35,42,TRUE,TRUE,"Kreis 1",47.37137,8.54428,"Entire rental unit","Entire home/apt",3,"1 bath",1,1,1125,1,1,1125,1125,1,1125,TRUE,20,45,73,338,19718,78,25,2,17035,19713,4.76,4.75,4.87,4.9,4.91,4.87,4.56,FALSE,15,15,0,0,0.87,100,99,305
13980787,"https://www.airbnb.com/rooms/13980787",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.84 · 2 bedrooms · 2 beds · 2 baths","https://a0.muscache.com/pictures/85ea9f16-893f-4f2f-a42e-6303aecf3e06.jpg",475053,"https://www.airbnb.com/users/show/475053","James",15064,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/553cb334-9520-421b-a25a-81d735061037.jpg?aki_policy=profile_x_medium",35,42,TRUE,TRUE,"Kreis 1",47.3728,8.54192,"Entire rental unit","Entire home/apt",6,"2 baths",2,1,1125,1,1,1125,1125,1,1125,TRUE,3,3,3,3,19719,97,20,2,17001,19713,4.84,4.82,4.85,4.88,4.87,4.95,4.53,FALSE,15,15,0,0,1.07,100,99,802
14113525,"https://www.airbnb.com/rooms/14113525",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.73 · 1 bedroom · 3 beds · 1 shared bath","https://a0.muscache.com/pictures/miso/Hosting-14113525/original/360eec3e-9381-4315-b9cf-c8c1f802f324.jpeg",16506657,"https://www.airbnb.com/users/show/16506657","Karen",16228,"within a few hours",TRUE,"https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/16506657/profile_pic/1427663797/original.jpg?aki_policy=profile_x_medium",4,7,TRUE,TRUE,"Kreis 2",47.3587,8.52873,"Private room in rental unit","Private room",3,"1 shared bath",3,2,31,2,2,31,31,2,31,TRUE,6,15,15,91,19718,195,17,2,17015,19700,4.73,4.83,4.56,4.9,4.92,4.82,4.64,FALSE,3,1,2,0,2.16,100,91,70
14165529,"https://www.airbnb.com/rooms/14165529",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/37cfcf9d-fc52-47af-b84a-b501f9ab4c38.jpg",4248093,"https://www.airbnb.com/users/show/4248093","Sabine",15670,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/a6ee9909-a437-4e96-ba4b-f16699453438.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a6ee9909-a437-4e96-ba4b-f16699453438.jpg?aki_policy=profile_x_medium",2,4,TRUE,TRUE,"Kreis 12",47.39687,8.58834,"Private room in rental unit","Private room",2,"1 shared bath",1,2,30,2,2,30,30,2,30,TRUE,11,14,34,34,19718,47,11,0,17028,19669,4.6,4.81,4.55,4.7,4.74,4.6,4.55,FALSE,2,0,2,0,0.52,70,75,51
14171312,"https://www.airbnb.com/rooms/14171312",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 private bath","https://a0.muscache.com/pictures/fc8352d3-a82a-4d35-b3a2-7159129659cc.jpg",5037255,"https://www.airbnb.com/users/show/5037255","Thomas",15746,"within a few hours",TRUE,"https://a0.muscache.com/im/pictures/user/0e27e2cf-8f34-4af2-ad8a-daa66d5b2fe4.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0e27e2cf-8f34-4af2-ad8a-daa66d5b2fe4.jpg?aki_policy=profile_x_medium",1,3,TRUE,TRUE,"Kreis 3",47.36496,8.51307,"Private room in rental unit","Private room",2,"1 private bath",1,3,90,3,3,1125,1125,3,1125,TRUE,22,52,82,357,19718,122,7,0,17041,19650,4.85,4.92,4.81,4.93,4.88,4.85,4.8,FALSE,1,0,1,0,1.37,100,73,75
14332188,"https://www.airbnb.com/rooms/14332188",20231227173841,19719,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-14332188/original/1236f922-9785-43f4-bb39-18aa49570264.jpeg",46465899,"https://www.airbnb.com/users/show/46465899","RELOC Serviced Apartments, Zurich",16721,"within an hour",FALSE,"https://a0.muscache.com/im/pictures/user/cf4128fa-aff9-48ad-8061-513879ad4185.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/cf4128fa-aff9-48ad-8061-513879ad4185.jpg?aki_policy=profile_x_medium",23,28,TRUE,TRUE,"Kreis 11",47.41555,8.5451,"Entire rental unit","Entire home/apt",2,"1 bath",1,7,1125,7,7,1125,1125,7,1125,TRUE,28,58,88,178,19719,3,0,0,17252,17865,5,5,5,5,5,5,4.67,FALSE,12,12,0,0,0.04,100,71,150
14437525,"https://www.airbnb.com/rooms/14437525",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/ec7a66b5-a96b-4b5d-bfd5-4b0f97d2eebc.jpg",87480387,"https://www.airbnb.com/users/show/87480387","Yeng",17015,"within a day",TRUE,"https://a0.muscache.com/im/pictures/user/3e1c7ef3-3d1f-42a7-8813-48221f65ccf8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3e1c7ef3-3d1f-42a7-8813-48221f65ccf8.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 3",47.36268,8.51804,"Private room in rental unit","Private room",2,"1 shared bath",1,2,1125,2,2,1125,1125,2,1125,TRUE,5,5,22,201,19718,92,8,0,17330,19630,4.76,4.78,4.86,4.82,4.76,4.82,4.8,FALSE,1,0,1,0,1.16,90,50,95
14477404,"https://www.airbnb.com/rooms/14477404",20231227173841,19718,"city scrape","Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths","https://a0.muscache.com/pictures/282863d5-0bb8-4d4e-ab39-e21d011e7723.jpg",14668334,"https://www.airbnb.com/users/show/14668334","Lea",16184,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/User-14668334/original/9a008c07-0ed8-4d11-b00e-1a7ad4cd8009.jpeg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/User-14668334/original/9a008c07-0ed8-4d11-b00e-1a7ad4cd8009.jpeg?aki_policy=profile_x_medium",3,4,TRUE,TRUE,"Kreis 4",47.37645,8.52396,"Private room in rental unit","Private room",2,"1.5 shared baths",1,1,1125,1,5,1125,1125,1.3,1125,TRUE,21,21,21,21,19718,113,49,2,17085,19698,4.91,4.89,4.91,4.88,4.87,4.86,4.84,FALSE,3,0,3,0,1.29,100,94,73
14497537,"https://www.airbnb.com/rooms/14497537",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths","https://a0.muscache.com/pictures/03849435-8dd1-4f08-be98-fcf94a7d23eb.jpg",8887876,"https://www.airbnb.com/users/show/8887876","Dominique",15965,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/1c269b53-426d-4acc-a902-57eaa115f588.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1c269b53-426d-4acc-a902-57eaa115f588.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 8",47.35908,8.54942,"Entire rental unit","Entire home/apt",5,"1.5 baths",3,2,90,1,2,1125,1125,2,1125,TRUE,0,0,0,0,19719,323,64,5,17287,19702,4.96,4.95,4.94,4.93,4.98,4.97,4.8,FALSE,1,1,0,0,3.98,100,100,145
14497922,"https://www.airbnb.com/rooms/14497922",20231227173841,19718,"city scrape","Townhouse in Zürich · ★4.39 · 2 bedrooms · 3 beds · 1 bath","https://a0.muscache.com/pictures/miso/Hosting-14497922/original/b3b6b1b0-b39a-4eeb-ad54-dca41fe81f51.jpeg",17857491,"https://www.airbnb.com/users/show/17857491","Roland",16260,NA,FALSE,"https://a0.muscache.com/im/users/17857491/profile_pic/1404901687/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/17857491/profile_pic/1404901687/original.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 9",47.38217,8.50044,"Entire townhouse","Entire home/apt",5,"1 bath",3,3,90,3,3,90,90,3,90,TRUE,0,0,25,115,19718,46,0,0,17161,19279,4.39,4.57,4.2,4.74,4.72,4.7,4.5,FALSE,1,1,0,0,0.54,NA,NA,199
14659604,"https://www.airbnb.com/rooms/14659604",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1.5 baths","https://a0.muscache.com/pictures/05ae058b-8112-462b-899e-8fc29221cbef.jpg",88346063,"https://www.airbnb.com/users/show/88346063","Cristian",17019,"within an hour",TRUE,"https://a0.muscache.com/im/pictures/user/99359a4b-921b-4970-9a35-5356ba21b89b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/99359a4b-921b-4970-9a35-5356ba21b89b.jpg?aki_policy=profile_x_medium",2,2,TRUE,TRUE,"Kreis 6",47.38359,8.54946,"Entire rental unit","Entire home/apt",2,"1.5 baths",1,2,60,2,2,1125,1125,2,1125,TRUE,0,0,0,0,19719,152,23,1,17132,19718,4.9,4.92,4.88,4.96,4.96,4.88,4.83,FALSE,1,1,0,0,1.76,100,100,89
14766973,"https://www.airbnb.com/rooms/14766973",20231227173841,19719,"city scrape","Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 bath","https://a0.muscache.com/pictures/76d9fbc3-4453-494d-bc0c-15f8d9fd292e.jpg",92108629,"https://www.airbnb.com/users/show/92108629","Dominik",17040,"within a few hours",FALSE,"https://a0.muscache.com/im/pictures/user/8240ea8f-2d11-4932-ac56-fb520fc66058.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8240ea8f-2d11-4932-ac56-fb520fc66058.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 8",47.35863,8.55207,"Entire rental unit","Entire home/apt",2,"1 bath",1,6,14,6,6,14,14,6,14,TRUE,0,0,0,46,19719,19,9,0,17299,19681,4.89,5,5,4.84,4.89,5,5,FALSE,1,1,0,0,0.24,100,100,85
14781925,"https://www.airbnb.com/rooms/14781925",20231227173841,19718,"city scrape","Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath","https://a0.muscache.com/pictures/9482fd00-5501-44fa-8682-278e392e2c7a.jpg",447662,"https://www.airbnb.com/users/show/447662","Alexandra",15050,"within a day",FALSE,"https://a0.muscache.com/im/pictures/user/37fcdf37-0079-400b-9380-518b8c73c15a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/37fcdf37-0079-400b-9380-518b8c73c15a.jpg?aki_policy=profile_x_medium",1,1,TRUE,TRUE,"Kreis 10",47.41419,8.48023,"Private room in rental unit","Private room",1,"1 shared bath",1,5,30,5,5,30,30,5,30,TRUE,26,56,86,86,19718,9,3,0,17447,19675,5,5,4.89,5,5,5,4.89,FALSE,1,0,1,0,0.12,100,71,85
