id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
654866707847039615,Beautiful home in the Alps!,32274155,Gosia And Christoph,Aigle,Leysin,46.33889,7.0038,Entire home/apt,116,2,2,2023-07-30,0.24,1,37,2,
655479210926794599,Modern Renaissance studio – Lakefront,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.4262417,6.9226838,Entire home/apt,97,3,27,2024-01-02,1.32,32,167,19,
655484214024540472,Secret Garden studio – Lakefront,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.4262417,6.9226838,Entire home/apt,97,3,26,2024-03-01,1.29,32,167,21,
655487137630499634,Tropical studio with a balcony - Lake View,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.4262417,6.9226838,Entire home/apt,97,3,35,2024-02-28,1.74,32,0,28,
655500096944703006,L'Eden studio with a balcony - Lake View,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.4262417,6.9226838,Entire home/apt,97,6,22,2024-01-02,1.08,32,152,16,
655618335998151682,Soft Glam 1-bedroom appt - Lake & Mountain View,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.4262417,6.9226838,Entire home/apt,129,6,11,2024-01-04,0.62,32,179,10,
656290942556555332,Lovely one bedroom NEXT to IMD w. Balcony,402013385,Lausanne Rentals,Lausanne,Lausanne,46.51199,6.62528,Entire home/apt,115,3,20,2023-11-25,1.03,12,365,10,
656370761439862216,Room to rent in an apartment shared with the host.,10973730,Ursula,Lausanne,Lausanne,46.54141,6.65707,Private room,75,3,3,2022-09-11,0.16,1,90,0,
656452369547046278,Charmant studio dans le vieux Montreux,157894276,Charlotte,Riviera-Pays-d'Enhaut,Montreux,46.43198760895878,6.918091960251331,Entire home/apt,,1,34,2023-09-16,1.66,1,0,23,
656544890816713357,Appartement de style entre la gare et le lac Léman,23144426,Sarah,Lausanne,Lausanne,46.51566,6.63614,Entire home/apt,,2,5,2023-08-06,0.25,1,0,2,
657745992417540140,Duplex (47m2)  - Chauderon - Parking inclus,355377519,Abdelkader,Lausanne,Lausanne,46.52439,6.62657,Entire home/apt,,3,0,,,1,0,0,
657787647681669798,Grande chambre de 25 m2 près de Lausanne,5647272,Anthony,Lavaux-Oron,Pully,46.50893,6.64505,Private room,89,2,18,2023-05-21,0.88,1,160,2,
657887625932775424,Superbe appartement situé dans le Lavaux,6834586,Sébastien,Lavaux-Oron,Chexbres,46.48265960000001,6.776214899999999,Entire home/apt,125,3,14,2024-01-05,0.70,1,133,8,
658599639006523031,Superbe appartement avec baignoire balnéo,214425773,Jérémy,Riviera-Pays-d'Enhaut,Veytaux,46.42154953510527,6.929456815123558,Private room,200,1,1,2023-01-01,0.07,1,364,0,
659094992711955871,"Chéserex, appartement entière aux 2èmes étages!",453187256,Soraya,Nyon,Chéserex,46.39924659869059,6.173158027231693,Entire home/apt,190,1,3,2022-08-21,0.15,1,252,0,
659671162680098182,Loft chaleureux à 20m de la plage,113555793,Ilan,Broye-Vully,Cudrefin,46.9575718,7.016675999999999,Entire home/apt,117,2,18,2023-09-26,0.92,1,353,11,
659829226277811102,Magnifique petit chalet aux Diablerets,461810428,Unique Locations,Aigle,Ormont-Dessus,46.35237,7.14307,Entire home/apt,200,3,8,2024-01-29,0.57,1,249,7,
659934986526749149,Private Room - La Porrettaz,418079054,Amandine,Jura-Nord vaudois,Provence,46.892779,6.7296425,Private room,51,1,1,2022-07-25,0.05,3,313,0,
659935997114113045,Petit Paradis entourée de charme pour 4 personnes.,396434830,Camping CCRY,Jura-Nord vaudois,Bullet,46.8423329,6.559353199999999,Entire home/apt,95,1,13,2023-08-26,0.65,17,354,10,
659982793585858708,La gentiane. Jolie caravane pour 4  personnes.,396434830,Camping CCRY,Jura-Nord vaudois,Bullet,46.8423329,6.559353199999999,Entire home/apt,85,1,18,2023-10-01,0.89,17,362,9,
660003025632781395,Les Bleuets - caravane pour 4 personnes.,396434830,Camping CCRY,Jura-Nord vaudois,Bullet,46.8423329,6.559353199999999,Entire home/apt,85,1,32,2024-02-18,1.57,17,352,22,
660038147137727399,Lausanne: beautiful apartment near the city center,3903416,Laurent,Lausanne,Lausanne,46.5341,6.61308,Entire home/apt,,2,3,2022-10-01,0.15,2,0,0,
660485406527310765,Dortoir dans un gite - La Porrettaz,418079054,Amandine,Jura-Nord vaudois,Provence,46.89369,6.73038,Shared room,15,1,17,2023-08-11,0.83,3,304,5,
660494694857290833,Ravishing yurt in a barn - La Porrettaz,418079054,Amandine,Jura-Nord vaudois,Provence,46.89179,6.72884,Private room,35,1,7,2023-08-13,0.34,3,317,1,
660508135233154667,Montreux chambre privée dans superbe appartement.,248403564,Samia,Riviera-Pays-d'Enhaut,Montreux,46.45046,6.8941,Private room,150,1,0,,,1,180,0,
660579738404186281,Appartement au cœur de Montreux,466874547,Fatima,Riviera-Pays-d'Enhaut,Montreux,46.432101,6.9097687,Entire home/apt,159,1,27,2024-01-10,1.47,1,361,17,
660661329254618442,Studio proche de la gare !,78053830,Martin,Lausanne,Lausanne,46.51770618700033,6.622708328068256,Entire home/apt,143,1,97,2024-02-26,4.97,9,236,55,
660761787963196935,Studio au calme avec vue imprenable sur la vallée,423272517,Syrille,Aigle,Leysin,46.34287,7.00434,Entire home/apt,115,4,4,2023-06-18,0.20,3,351,1,
660834049101632664,Eagle Nest and Garden in the Vineyards,2074703,Paul,Lavaux-Oron,Saint-Saphorin (Lavaux),46.4791,6.79199,Entire home/apt,76,5,2,2023-04-28,0.18,1,354,2,
660866957364884959,Beautiful apartment,23062879,Noel,Riviera-Pays-d'Enhaut,Montreux,46.44866,6.90246,Entire home/apt,106,3,27,2024-03-09,2.75,1,101,27,
661241962684946315,A deux pas du lac Leman ( Ouchy) joli appartement,361159932,Kristina,Lausanne,Lausanne,46.50862,6.62622,Entire home/apt,,3,5,2023-03-24,0.25,1,0,1,
662001602180599446,Xxxx,452073425,Luciane,Lausanne,Lausanne,46.52613950996434,6.62680808454752,Entire home/apt,140,4,3,2022-08-05,0.15,1,365,0,
662522895834468345,Standing Flat 10 min de Lausanne parking gratuit,467334046,Azedine,Lavaux-Oron,Savigny,46.53155,6.72244,Entire home/apt,150,3,6,2024-02-24,0.30,1,326,1,
662753718377173744,Sunset A 4,101615341,Melinda - Interhome Group,Aigle,Ollon,46.29659,7.060017,Entire home/apt,264,1,0,,,130,244,0,
663397701286984161,Joli appartement proche des pistes,244613566,Michael,Aigle,Gryon,46.28915014337133,7.094030454754829,Entire home/apt,160,2,6,2023-02-25,0.30,1,281,0,
663550389630762269,Lovely 1st floor 1-bedroom apartment in Lavaux,440526,Lars,Lavaux-Oron,Bourg-en-Lavaux,46.49067,6.74833,Entire home/apt,125,3,1,2022-07-30,0.05,5,218,0,
663562358882597336,"Hôtel-restaurant, vue panoramique sur le lac Léman",30972534,Gregory,Riviera-Pays-d'Enhaut,Montreux,46.43129,6.93903,Private room,,1,1,2022-07-13,0.05,1,0,0,
663683726170050152,Appartement en résidence avec parking couvert,183479744,Patricia Et Pascal,Aigle,Ormont-Dessus,46.35447509999999,7.151739699999999,Entire home/apt,120,5,2,2024-02-17,0.27,1,364,2,
663736853589959392,Studio with panoramic view,54047250,Naomi,Broye-Vully,Vully-les-Lacs,46.93043,7.03753,Entire home/apt,90,1,77,2024-03-08,4.99,1,159,61,
664316597750149756,vaste chambre avec s.d.b au coeur des vignes,59058556,Diego,Jura-Nord vaudois,Valeyres-sous-Rances,46.7541,6.5268,Private room,70,1,30,2023-09-03,1.52,1,256,9,
664393620722477972,Belle chambre à 10 minutes à pied du Montreux Jazz,467791908,Denise,Riviera-Pays-d'Enhaut,Montreux,46.44079,6.89311,Private room,80,1,77,2024-01-01,3.79,1,190,48,
664897615114008775,Vinyard house between Lausanne and Geneva,127928808,Yga,Nyon,Mont-sur-Rolle,46.47185,6.33972,Entire home/apt,118,1,44,2024-02-18,2.27,1,333,30,
665024857078559475,Joli appartement de montagne avec grand balcon,26830881,Linda,Aigle,Gryon,46.29021983019187,7.100569889965809,Entire home/apt,80,5,2,2024-02-10,0.10,1,334,1,
665075552188670903,Beautiful apartment near the lake,169445424,Magdalena,Lausanne,Lausanne,46.5087576,6.627395399999999,Entire home/apt,121,2,2,2024-01-01,0.11,1,131,1,
665185585691370243,Lovely and modern flat in Lausanne,30917059,Alexandra,Lausanne,Lausanne,46.52453,6.61505,Entire home/apt,,3,3,2022-10-10,0.15,1,0,0,
665277023457615743,Bel appartement familial avec parking,31986172,Patrick,Riviera-Pays-d'Enhaut,Château-d'Oex,46.4757261,7.1325375,Entire home/apt,240,4,7,2024-01-24,0.49,1,338,4,
665488514260714620,Nice room close to EPFL with free parking,220595835,Sarah,Ouest lausannois,Ecublens (Vaud),46.52928,6.56441,Private room,45,30,0,,,12,257,0,
665563173169609354,Amazing Two-Bedroom Apartment Grand Rue Montreux,1790158,Paul,Riviera-Pays-d'Enhaut,Montreux,46.43478,6.90992,Entire home/apt,315,2,28,2023-12-11,1.38,1,165,21,
665578890358044940,Pic Chaussy - A2,335784499,Association Touristique,Aigle,Ormont-Dessous,46.39849,7.10171,Entire home/apt,165,1,1,2024-02-03,0.81,8,352,1,
665645411632633205,Logement en face de l'EPFL,258571837,Natalia,Ouest lausannois,Ecublens (Vaud),46.5164203,6.559725299999999,Entire home/apt,230,2,46,2023-12-03,2.29,1,291,24,
665775652507118171,Bon Port 1-bedroom apartment – Lakefront,134680524,Roman,Riviera-Pays-d'Enhaut,Montreux,46.42577,6.92384,Entire home/apt,171,6,21,2024-02-23,1.04,32,180,18,
665902046232017527,Superb new and sunny 3.5p apartment with balcony,441415179,Lisa,Lausanne,Lausanne,46.53694,6.62217,Entire home/apt,175,7,6,2023-12-30,0.31,2,34,3,
665970831860717055,Lausanne: private room in a beautiful apartment,3903416,Laurent,Lausanne,Lausanne,46.53303,6.6128,Private room,120,2,0,,,2,90,0,
666330026354052823,Bedroom with private bathroom in superb apartment,441415179,Lisa,Lausanne,Lausanne,46.53801,6.6199,Private room,,2,0,,,2,0,0,
666402331566825461,Bungalow confortable au bord du lac de Neuchâtel,29270240,Famille Sixenroute,Broye-Vully,Chevroux,46.89205,6.90367,Entire home/apt,92,3,22,2023-10-20,1.11,1,278,15,
666676552961106989,Chambre avec vue sur lac,468385254,Nicola,Riviera-Pays-d'Enhaut,Montreux,46.4367,6.90888,Private room,105,1,67,2023-09-27,4.27,1,144,50,
667037556891793202,Chalet ensoleillé face aux Dents du Midi,426164584,Victoria,Aigle,Gryon,46.27313,7.05473,Entire home/apt,295,7,0,,,1,346,0,
667247036886597399,Chambre double à 5 min de la gare*Bien-être*Soins*,45117060,Laurence,Nyon,Saint-Cergue,46.4462459,6.1584211,Private room,,1,6,2023-06-10,0.44,1,0,4,
667366026176288580,Fantastic room EPFL private balcony &free parking,220595835,Sarah,Ouest lausannois,Ecublens (Vaud),46.52939,6.56239,Private room,40,30,0,,,12,330,0,
667391407645466835,Awesome stay with free parking next to EPFL,220595835,Sarah,Ouest lausannois,Ecublens (Vaud),46.52971,6.56291,Private room,31,30,3,2024-03-01,1.25,12,352,3,
667937397156582131,"appartement cosy à la montagne, Alpe des Chaux",468663337,Isabelle,Aigle,Gryon,46.29055143071556,7.09809029084306,Entire home/apt,190,6,5,2023-02-25,0.25,1,22,0,
668175340718247100,Appart. à 1 min de Lausanne & Parking ;-)3,23249664,Max,Lausanne,Lausanne,46.53213,6.60938,Entire home/apt,76,2,46,2024-01-07,2.30,9,0,29,
668450351572656650,"Grand studio 38m2 neuf, avec belle terrasse privée",468926991,Thierry,Aigle,Ollon,46.29176,7.06365,Entire home/apt,100,2,41,2024-02-24,2.03,1,312,21,
668742455428694433,Chambre alouer pour un personne,468886393,Miriam,Aigle,Villeneuve (Vaud),46.3975512,6.925808,Private room,160,1,0,,,1,365,0,
669197027595473632,Cozy bedroom with lake view & balcony access,5674792,Sabine,Lausanne,Lausanne,46.51791,6.63476,Private room,,3,10,2023-09-08,0.50,2,0,5,
669248174694277508,Superbe appartement 3 pièces sur les pistes de ski,6799720,David,Aigle,Gryon,46.28911,7.09767,Entire home/apt,149,2,14,2024-02-04,0.75,1,126,5,
669271774440139384,"Chalet de 34 lits idéal pour les amis, les écoles.",469026449,Marie-José,Riviera-Pays-d'Enhaut,Château-d'Oex,46.4194569275689,7.107836455106735,Entire home/apt,600,7,1,2023-12-28,0.41,1,243,1,
670021932566662683,Jolie maison proche des bains thermaux et du lac,247634148,Annouk &Amp; Oscar,Jura-Nord vaudois,Yverdon-les-Bains,46.76961,6.658,Entire home/apt,,2,2,2022-08-14,0.10,2,0,0,
670200933499175497,Cosy appartement avec magnifique vue!,23911307,Dim,Lausanne,Lausanne,46.52747610000001,6.616551599999999,Entire home/apt,,3,8,2023-11-18,0.40,1,0,7,
670702761106778077,"Lausanne, appartement Zen à côté d'une cascade",34471318,Denis,Lausanne,Lausanne,46.53946,6.64052,Entire home/apt,77,1,8,2022-09-09,0.41,2,122,0,
670870159535338722,Eden of Switzerland,16898972,Brooke,Morges,Lonay,46.53006,6.52243,Entire home/apt,700,7,1,2023-11-17,0.26,2,178,1,
671567893130248424,Joli appartement de 3 pièces au calme,51223643,Delphine,Aigle,Gryon,46.29117963353133,7.09579735994339,Entire home/apt,170,5,5,2024-02-23,0.26,1,110,1,
672302238238038671,Charmant studio à deux pas des cabines de Villars,49091666,Sarah Et Jonas,Aigle,Ollon,46.30141,7.04998,Entire home/apt,113,2,33,2024-03-01,2.14,1,142,22,
672944521341018118,CHAMBRE DE HÔTE   AVENCHES CENTRE L'AMPHITHEATRE,469939563,Beatriz Maria,Broye-Vully,Avenches,46.87972575506665,7.038686979345714,Private room,66,30,6,2023-10-03,0.30,2,160,2,
673090000695902220,Grande chambre,469976584,Lucette,Gros-de-Vaud,Mex (Vaud),46.5783744,6.5514025,Private room,60,1,65,2024-01-14,3.25,2,247,21,
673362794674207564,Superb modern apartment overlooking Lake,11582073,Coralie,Lavaux-Oron,Pully,46.51085,6.65551,Entire home/apt,193,3,4,2023-07-30,0.20,1,112,2,
673527299833207587,Lovely flat with a view on the lake,39540537,Charlotte,Lavaux-Oron,Lutry,46.50456,6.67968,Entire home/apt,,2,12,2023-01-01,0.60,1,0,0,
673623914625896398,Lausanne: Appartement lumineux et cosy,65874912,Charlotte,Lausanne,Lausanne,46.52989,6.61897,Entire home/apt,120,3,3,2022-09-12,0.16,1,38,0,
674314728338113220,Lausanne: près du métro,470318129,Johana,Lausanne,Lausanne,46.53747,6.65512,Entire home/apt,165,3,0,,,1,364,0,
674999355107898863,Superbe Studio moderne 5min de L'UNIL LAUSANNE;-),23249664,Max,Lausanne,Lausanne,46.52363,6.601,Entire home/apt,88,2,40,2024-02-23,2.03,9,79,26,
675181486075147627,chambre privée dans villa paisible,20674056,Sylvia,Nyon,Crans-près-Céligny,46.3613884,6.2070929,Private room,60,2,23,2023-12-10,1.16,2,90,11,
676454828907070886,Appartement Les Cascades,310882698,Pays-D'Enhaut Région,Riviera-Pays-d'Enhaut,Château-d'Oex,46.4771784097861,7.137159470691086,Entire home/apt,105,1,1,2022-11-01,0.06,20,204,0,
676514245861438300,Lovely 1 bedroom apartment in Lausanne,30755289,Erica,Lausanne,Lausanne,46.53894,6.61943,Entire home/apt,105,1,6,2023-07-15,0.38,1,350,4,
676583687846128142,"Appartement 2 pièces vue sur lac,jardin",427395355,Anne-Dominique,Riviera-Pays-d'Enhaut,Corseaux,46.46993,6.8283,Entire home/apt,175,1,8,2024-02-18,0.81,7,314,8,
676631184567495116,Cosy appartment close to all amenities,12783750,Laurence,Aigle,Gryon,46.28329086303711,7.071516036987305,Entire home/apt,140,3,9,2024-02-23,0.62,1,313,3,
676763974096465625,"Studio cosy à 50m du lac, sauna, jacuzzi et jardin",470963641,Annick,Nyon,Perroy,46.4631,6.3609,Entire home/apt,300,3,6,2023-08-27,0.31,3,158,2,
677303827591720890,"Bright90m2 Duplex d/bed&sofa, Train/Bus at 100mts.",2024718,Michael,Nyon,Gland,46.42069785313056,6.267589554190636,Entire home/apt,78,3,15,2023-10-03,0.78,1,96,10,
677488220646739557,Agréable chambre dans un appartement tout confort,416293213,Julien,Ouest lausannois,Bussigny,46.54591537582927,6.551324017345905,Private room,60,2,22,2024-03-03,1.14,1,353,15,
678159088599915475,Chalet en pleine nature,167938268,Salomé,Aigle,Ollon,46.3148,7.01378,Entire home/apt,140,1,5,2024-01-01,0.63,1,363,5,
678854163313294458,Comfortable Bedroom,15840647,Magandy,Nyon,Founex,46.33318,6.19873,Private room,48,1,129,2024-03-02,6.56,2,0,88,
678860277613583744,Une chambre dans un appartement,63514259,Ouss,Lausanne,Lausanne,46.53362,6.6307,Private room,50,2,27,2023-11-05,1.46,1,346,9,
678966948828980990,Chambre privée avec vue lac et terrasse privative,168572161,Denis,Lavaux-Oron,Lutry,46.51292,6.68654,Private room,84,1,75,2024-02-20,3.82,1,97,51,
679483733184491422,Cosy & Bright home directly opposite the plage,26594998,Rachel,Nyon,Mies,46.3033305,6.1776,Private room,65,1,128,2024-03-08,6.60,2,0,94,
679609466190193164,Chambre bucolique à la ferme et petit-déj' maison,471664694,Priscille,Jura-Nord vaudois,Champvent,46.791645716273514,6.5844176153442335,Private room,85,1,71,2024-03-02,3.62,3,171,50,
679636100045018004,beautiful apartment / 2.5 rooms / city center,471674604,Louis,Lausanne,Lausanne,46.52335,6.63011,Entire home/apt,,2,0,,,1,0,0,
679662861849172697,Magnifique maison avec vue sur lac Léman,351002261,Carlos Et Catia,Riviera-Pays-d'Enhaut,Saint-Légier-La Chiésaz,46.4721687,6.8759124,Entire home/apt,395,2,7,2023-08-19,0.37,1,291,4,
679668016305406952,Appartement avec vue dégagée sur le lac de Joux,883541,Sila,Jura-Nord vaudois,L'Abbaye,46.62021,6.26568,Entire home/apt,100,2,14,2024-01-06,0.75,1,0,9,
679739964269421386,"""À deux pas du lac""
2 chambres d'hôtes
À Montreux",471711060,Elisabeth,Riviera-Pays-d'Enhaut,Montreux,46.44132,6.89806,Private room,85,2,2,2022-09-06,0.11,1,338,0,
680069281529031754,Nice design studio in Lausanne - 784000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680069377954476338,Very nice studio in Lausanne - 684000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680084016620637904,Bright studio in Lausanne - 584000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680084041300971408,Fashionable studio in Lausanne - 484000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680092050338569580,Stylish studio in Lausanne - 384000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680092073941061929,Elegant studio in Lausanne - 284000,273734321,Homenhancement,Lausanne,Lausanne,46.5340218,6.647389899999999,Entire home/apt,,4,0,,,42,0,0,
680156877353032094,"Lausanne: Appartement loft de 70m2, lumineux.",445364495,Johan Philippe,Lausanne,Lausanne,46.52162,6.63198,Entire home/apt,,6,10,2023-12-31,0.64,1,0,9,
680825148356334471,"Calme,  proche de la gare, lac, Ville,EPFL,UNIL",397380316,Wafa,Lausanne,Lausanne,46.51247188034199,6.616829184392755,Private room,90,1,25,2024-02-01,1.27,2,315,21,
681002971980725369,Charmante caravane dans camping bucolique,472020312,Géraldine,Morges,Pompaples,46.66352164945237,6.5099268217040995,Entire home/apt,59,2,1,2023-05-07,0.10,1,362,1,
681773133852130666,Cosy & big appartement au centre-ville de Lausanne,29561961,Ezgi,Lausanne,Lausanne,46.5272337,6.613887999999999,Entire home/apt,160,2,22,2023-12-04,1.15,1,298,11,
683019295444556585,"Beautiful  apartment in Lausanne center, wifi;-)",23249664,Max,Lausanne,Lausanne,46.52589,6.6365,Entire home/apt,119,3,46,2024-02-15,2.60,9,31,35,
683052620975890708,Chambre d'hôtes 🕉 à Terre-Mère,472483496,Anne-Catherine,Jura-Nord vaudois,Romainmôtier-Envy,46.67582,6.4758811,Private room,80,1,2,2023-09-09,0.30,1,311,2,
683120414539204294,"UNIQUE! Très bel appartement, panaroma PHENOMENAL",20569754,Vanessa,Aigle,Leysin,46.3398005,7.000524400000001,Entire home/apt,191,2,6,2024-02-17,0.31,1,351,2,
683183503202732994,Superbe deux pièces à deux pas du centre,138321484,Radiana,Lausanne,Lausanne,46.52209,6.64353,Entire home/apt,,22,1,2022-09-25,0.06,1,0,0,
683665984692617156,Wonderful apartment overlooking the Swiss alps,112894013,Beatrice,Riviera-Pays-d'Enhaut,Château-d'Oex,46.476749,7.143532899999999,Entire home/apt,171,3,4,2023-12-28,0.41,1,226,4,
684019601922122276,Estudio en el centro de Lausanne,380268838,Rosay,Lausanne,Lausanne,46.5258,6.6353,Entire home/apt,96,1,16,2023-10-04,0.83,2,361,9,
684478187580661796,"Bel appartement 3 chambres, vue sur les Alpes",50344583,Pierre,Aigle,Gryon,46.2740873,7.0637329,Entire home/apt,,2,10,2023-09-27,0.52,1,0,3,
684537685461924102,Magnifique villa « Les deux Cèdres »,465747093,Rachel,Riviera-Pays-d'Enhaut,Corsier-sur-Vevey,46.48538,6.85469,Entire home/apt,417,2,19,2023-12-31,0.99,1,140,9,
684638114575606375,Joli studio en ville de Lausanne,75700449,Emna,Lausanne,Lausanne,46.5280564,6.627719300000001,Entire home/apt,72,3,58,2024-03-04,2.98,1,266,37,
685123752949294240,Beautiful 3 bedroom apartment overlooking the alps,12823569,Holliday,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47177546678753,7.120468653738499,Entire home/apt,269,3,11,2024-03-01,0.60,1,296,6,
685224395559489938,Studio cozy au cœur de Lausanne,46793093,Faustine,Lausanne,Lausanne,46.52016116379817,6.633593402802944,Entire home/apt,150,1,13,2023-09-25,0.75,2,301,7,
685290199022319916,Chalet du Lac Retaud / sauna et bain nordique,116256485,Nicolas,Aigle,Ormont-Dessus,46.35961061903609,7.197622682525648,Entire home/apt,190,3,28,2024-03-03,2.03,1,149,21,
685304740116073822,Chalet ancien rénové région Villars - Gryon,14752806,Yvan,Aigle,Bex,46.25786059961775,7.092647440731525,Entire home/apt,236,5,3,2024-01-06,0.39,1,344,3,
685389262148300026,Lovely 1 bedroom with free parking on premises,473104474,Raj,Nyon,Prangins,46.39268,6.24254,Private room,50,1,12,2024-01-23,0.63,1,362,10,
686180804996743762,Appartement entier près du lac avec balcon,148755552,Mercedes,Lausanne,Lausanne,46.5087576,6.627395399999999,Entire home/apt,190,2,18,2023-12-29,0.98,1,260,12,
686242621613804787,Chambre agréable,215086257,Jojo,Lausanne,Lausanne,46.525288,6.617157499999999,Private room,70,10,3,2023-09-11,0.18,1,90,1,
686734241022582906,Superbe appartement cosy au pied des télécabines,15297987,Christelle,Aigle,Gryon,46.28356424165256,7.0763314447746195,Entire home/apt,169,2,25,2024-03-03,1.37,1,241,12,
686746044159188852,1 Bedroom appartement fully furnished,20449659,Yacine,Ouest lausannois,Crissier,46.54119,6.58059,Entire home/apt,,1,1,2022-08-19,0.05,1,0,0,
686782071378680028,Appartement moderne et familial,29344624,Margot Rose,Ouest lausannois,Chavannes-près-Renens,46.526884825077964,6.570533663034439,Entire home/apt,301,2,7,2024-01-04,0.37,1,16,2,
686798878702221011,2 pièces 64m2 belles prestations dernier étage,473455120,Patricia,Aigle,Bex,46.25833,7.00214,Entire home/apt,79,2,13,2024-02-11,1.16,1,38,13,
686990501677010684,Cheerful 3 bedroom home  opposite lake Geneva,26594998,Rachel,Nyon,Mies,46.30223781199584,6.177892778915117,Entire home/apt,300,2,10,2024-02-25,0.53,2,70,6,
687309010322278610,Petit duplex avec superbe vue sur les alpes,10928562,Hestia,Aigle,Gryon,46.28954,7.08223,Entire home/apt,103,1,18,2024-01-27,1.35,1,90,11,
687587837149912535,Stunning lakefront loft with Alps & Castle view,6146427,Marcello,Riviera-Pays-d'Enhaut,Veytaux,46.42096,6.92725,Entire home/apt,,5,0,,,1,364,0,
687693476832843247,Spacious Studio 40m2 with 6m2 balcony,14775440,Shekhar,Aigle,Leysin,46.33825,7.00669,Entire home/apt,61,1,67,2024-02-15,3.58,2,178,48,
688192750791986497,Estudio en lausanne,473758681,Blanca Estela,Lausanne,Lausanne,46.52417,6.61907,Entire home/apt,90,1,137,2024-03-07,7.12,1,321,90,
688278381998919044,"Lausanne, appartement bien situé avec jardin",452496205,Nicolas,Lausanne,Lausanne,46.51474,6.6505,Entire home/apt,,6,2,2023-01-01,0.12,1,0,0,
688383855557372090,"Lausanne, Marc-Dufour",473802666,André,Lausanne,Lausanne,46.51738,6.61739,Private room,172,1,0,,,1,365,0,
688387380540699393,CHAMBRE HOTES Centre d'Avenches L'amphithéâtre,469939563,Beatriz Maria,Broye-Vully,Avenches,46.88175,7.04172,Private room,65,30,4,2023-07-31,0.21,2,343,2,
688967537347680156,3 pièces au plein centre de Villars,127012076,Letitia,Aigle,Ollon,46.2996,7.05643,Entire home/apt,190,3,4,2024-03-02,0.79,1,0,4,
689011180405718299,Superbe t3 à 12mn gare et 500m lac,43926255,Audrey-Diane,Lausanne,Lausanne,46.51128,6.63254,Entire home/apt,,4,15,2023-10-08,0.79,1,0,11,
689096866017559964,HSH Boston - Belle & moderne Apartment in City,343510747,Alexander,Lausanne,Lausanne,46.52347,6.62038,Entire home/apt,114,3,0,,,2,307,0,
689478426756184172,HSH Barre 6 - Bel appartement central - Cathédrale,343510747,Alexander,Lausanne,Lausanne,46.52583,6.63529,Entire home/apt,162,3,0,,,2,365,0,
689559188442749127,Apart. 1 min from Lausanne & Parking & Terrace,23249664,Max,Lausanne,Lausanne,46.53188,6.60887,Entire home/apt,108,2,75,2024-01-06,4.04,9,4,48,
689596186390574567,Appart. 1 min from Lausanne & Parking&Terrace,23249664,Max,Ouest lausannois,Prilly,46.53202,6.60725,Entire home/apt,100,2,76,2024-02-23,4.00,9,16,56,
690480862953109994,Superbe appartement en résidence,27267902,Philippe,Nyon,Arzier-Le Muids,46.46146,6.20916,Entire home/apt,300,7,1,2022-09-07,0.05,1,348,0,
690762716602718545,Emplacement de Choix pour 16 | Wi-Fi Gratuit + Spa,241990092,Leavetown,Aigle,Ollon,46.29351,7.06317,Entire home/apt,5839,2,0,,,14,89,0,
691005009095602843,"Lausanne vue lac, appartement cosy",203797713,Cloé,Lausanne,Lausanne,46.52062,6.6403,Entire home/apt,139,2,12,2023-11-13,0.69,2,218,8,
691026680696760233,La prairie,96430669,Ivan,Jura-Nord vaudois,Yverdon-les-Bains,46.775194,6.651690599999999,Private room,56,1,14,2023-11-04,0.79,2,80,6,
691281972364452132,Sympatique studio proche des bains termaux,247634148,Annouk &Amp; Oscar,Jura-Nord vaudois,Yverdon-les-Bains,46.76914,6.65771,Entire home/apt,,2,5,2023-07-29,0.26,2,0,4,
691834559208138013,King Suite - Panoramic view over Mountains & Lake,474642082,Isabel,Riviera-Pays-d'Enhaut,Chardonne,46.4807,6.83775,Entire home/apt,150,4,6,2024-02-23,0.75,1,51,6,
691989780424950803,Easy home near Lausanne !,36027062,S. Solomon,Lavaux-Oron,Pully,46.51495,6.66222,Private room,50,1,10,2023-08-30,0.79,1,341,9,
692529673729408624,Studio dans vieux village de Gryon,474790590,Sandrine,Aigle,Gryon,46.27672,7.06877,Entire home/apt,50,7,1,2022-09-12,0.05,1,190,0,
