id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7381,Chalet Chocolat in medieval alpine village,19480,Paula,Aigle,Ormont-Dessus,46.35447,7.13187,Entire home/apt,80,3,58,2023-07-17,0.41,1,279,3,
26809,"Quiet bedroom, private bathroom",94917,Eric,Lavaux-Oron,Pully,46.52083,6.66308,Private room,,2,117,2017-01-22,0.71,1,0,0,
50123,Not Available any longer,229512,Christopher,Nyon,Mont-sur-Rolle,46.47582,6.32948,Private room,789,4,0,,,1,365,0,
129558,Vos vacances à Lausanne,638930,Carol,Lausanne,Lausanne,46.53782,6.62031,Private room,,7,0,,,1,0,0,
259823,"Spacious, quiet, downtown, near lake & transports",1363446,David,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.45241,6.86121,Entire home/apt,,2,13,2019-08-04,0.16,1,0,0,
268195,"Chalet Balthazar 4 - Central Villars, Great Views",1405645,David,Aigle,Ollon,46.29621,7.05534,Entire home/apt,575,7,18,2023-09-15,0.20,5,206,2,
282240,Wonderful LOFT PRIVAT in citycenter,1471038,Mike,Lausanne,Lausanne,46.52192,6.64,Entire home/apt,179,3,22,2023-09-27,0.15,1,252,6,
347194,Castle in the hill. Stunning view 1,1759902,Anne Et Maureen,Riviera-Pays-d'Enhaut,Chardonne,46.47465,6.8007,Hotel room,133,1,77,2024-02-29,0.54,3,230,3,
361490,Castle in the hill. Stunning view 2,1759902,Anne Et Maureen,Riviera-Pays-d'Enhaut,Chardonne,46.47372055053711,6.801305770874023,Entire home/apt,115,1,98,2024-02-28,0.67,3,244,17,
441365,Centré 2 pieces superbe appartement,2193547,Inès,Lausanne,Lausanne,46.5307,6.63133,Entire home/apt,100,1,26,2022-12-03,0.21,16,343,0,
465603,Spacious room - private bathroom,2312887,Elisabeth,Aigle,Rennaz,46.37578,6.91791,Private room,42,2,270,2023-12-11,1.88,1,83,13,
481748,Duplex! Center of Vevey. Character!,2386200,Milica,Riviera-Pays-d'Enhaut,Vevey,46.46593,6.84179,Entire home/apt,198,7,0,,,1,178,0,
484112,Great lake views and beautiful modern flat,1469498,Natalia,Lausanne,Lausanne,46.52386,6.61567,Entire home/apt,,4,17,2022-12-20,0.12,1,0,0,
545587,Bright 2nd floor Business/ Holiday apartment,440526,Lars,Lavaux-Oron,Bourg-en-Lavaux,46.49024,6.74794,Entire home/apt,132,3,2,2024-01-03,0.11,5,266,1,
563402,Heidi Chalet Alps - Unique Experience - Authentic,2770598,Moriya,Riviera-Pays-d'Enhaut,Rossinière,46.46800310242388,7.0674592480801115,Entire home/apt,266,2,181,2024-03-03,1.28,29,318,3,
580402,"A4C3Coeur de ville, chambre privée",2193547,Inès,Lausanne,Lausanne,46.5307,6.63133,Private room,,1,58,2022-10-26,0.46,16,0,0,
592411,Minuit Soleil Room in the Lavaux!,2924373,Danièle,Lavaux-Oron,Bourg-en-Lavaux,46.49774,6.72629,Private room,,15,3,2023-09-30,0.03,10,0,1,
605354,Chambre double située à Cully ! Wc/douche privatif,2998131,Claire,Lavaux-Oron,Bourg-en-Lavaux,46.48881,6.73033,Private room,90,1,177,2023-11-28,1.26,2,353,23,
614885,Romantica Room in the Lavaux !,2924373,Danièle,Lavaux-Oron,Bourg-en-Lavaux,46.49931,6.72631,Private room,50,30,4,2022-10-15,0.03,10,313,0,
614923,Bambou Room right in the Lavaux !,2924373,Danièle,Lavaux-Oron,Bourg-en-Lavaux,46.49822,6.72634,Private room,60,30,1,2016-05-01,0.01,10,69,0,
630291,White Double room in Cully Village,2998131,Claire,Lavaux-Oron,Bourg-en-Lavaux,46.48974,6.73006,Private room,90,1,221,2023-11-21,1.66,2,0,20,
734992,house with a view,3834042,Caroline,Riviera-Pays-d'Enhaut,Montreux,46.4328,6.93754,Entire home/apt,,3,0,,,1,0,0,
806451,Sunset on the Leman Lake - Montreux,6842190,Anne,Riviera-Pays-d'Enhaut,Montreux,46.4279,6.92836,Private room,161,2,204,2023-08-06,1.55,1,195,9,
932282,"A3/C2 Coeur de Ville, Magnifique chambre",2193547,Inès,Lausanne,Lausanne,46.5307,6.63133,Private room,65,1,61,2023-12-07,0.46,16,365,2,
966106,Modern apartment in the mountains with sauna,5269002,Jillian And David,Nyon,Saint-Cergue,46.452618,6.160311,Entire home/apt,85,2,66,2023-07-14,0.53,1,332,1,
970278,20 min:Lausanne/Neuchâtel,5301033,Barbara & Roger,Jura-Nord vaudois,Grandson,46.79959,6.62532,Private room,,1,6,2023-06-03,0.05,2,314,1,
998336,Duplex flat in Gstaad / Rougemeont,5486803,Sebastien,Riviera-Pays-d'Enhaut,Rougemont,46.48978,7.214,Entire home/apt,,7,1,2014-08-22,0.01,1,364,0,
1040903,Face to the lake and the Alps!,5730954,Odile Et Finn,Morges,Morges,46.51984,6.49471,Private room,49,4,55,2023-06-30,0.42,2,190,1,
1117582,Stunning View - 2 Bedroom Apartment. Chardonne,6134211,Gavin & Jenny,Riviera-Pays-d'Enhaut,Chardonne,46.47686,6.82629,Entire home/apt,250,2,58,2022-09-20,0.44,1,159,0,
1127066,Historical Chalet Gryon-Les Plans,6183257,Olivier Nicolas,Aigle,Bex,46.25605,7.096,Entire home/apt,265,2,101,2024-03-03,0.82,1,312,16,
1134905,Loft en milieu rural à Eclagnens,6225721,Jean-Daniel,Gros-de-Vaud,Oulens-sous-Echallens,46.64991,6.58682,Entire home/apt,125,4,23,2021-09-19,0.18,2,365,0,
1140136,La Chambre #11,261907,Marie-France,Morges,Préverenges,46.51584,6.51528,Private room,146,1,24,2023-11-26,0.20,2,6,4,
1157613,Stunning Suite with a view in the vineyards,1759902,Anne Et Maureen,Riviera-Pays-d'Enhaut,Chardonne,46.47427,6.80873,Hotel room,157,1,73,2024-03-03,0.63,3,271,38,
1182243,Cozy apartment in beautiful garden!,6467347,Christine,Riviera-Pays-d'Enhaut,Saint-Légier-La Chiésaz,46.46636,6.86213,Entire home/apt,75,30,13,2021-11-13,0.11,2,167,0,
1189018,NYON  -  SUPERB flat by the lake,185535,Michelle,Nyon,Nyon,46.382275,6.241806,Entire home/apt,250,4,4,2022-06-28,0.04,2,359,0,
1209679,Ski in/out Retro modern chalet w/ stunning views,6438801,Ben,Aigle,Leysin,46.34502,7.01531,Entire home/apt,115,5,63,2024-02-24,0.52,1,211,9,
1237327,H2otes,6746492,Sandrine,Morges,Cuarnens,46.62459,6.43873,Private room,79,2,1,2016-05-02,0.01,1,365,0,
1253444,Huge flat with large south oriented terrace,6829425,Anthoni,Lausanne,Lausanne,46.50809,6.62735,Entire home/apt,300,21,4,2014-07-22,0.03,1,177,0,
1262248,Single bedroom in Morges 10 min from train station,6035240,Michel,Morges,Morges,46.51799,6.4947,Private room,65,3,63,2023-11-06,0.49,1,356,2,
1285195,Nice 1 bedroom flat in Lausanne,6992451,Youssef,Lausanne,Lausanne,46.51212,6.63402,Entire home/apt,,3,7,2017-07-15,0.07,1,0,0,
1318979,Studio Les Avants sur Montreux,7163004,Kristyna,Riviera-Pays-d'Enhaut,Montreux,46.45457,6.94256,Entire home/apt,70,2,514,2024-02-25,3.96,1,271,58,
1349096,Entire flat with panoramic Mont Blanc view,5597642,Claire,Nyon,Nyon,46.38661,6.23481,Entire home/apt,120,5,21,2024-02-16,0.16,1,95,1,
1371803,65sqm w/balcony in heart of town,3899631,Djamel,Lausanne,Lausanne,46.51402,6.62907,Entire home/apt,120,3,99,2023-09-29,0.84,2,287,15,
1388711,Chalet aux pieds des pistes avec places de parcs,7512382,Dejan,Riviera-Pays-d'Enhaut,Chardonne,46.48353,6.83954,Entire home/apt,,2,0,,,2,0,0,
1411747,"Stylish, cosy and independent cottage",7611130,Nathalie,Morges,Buchillon,46.47162,6.42444,Entire home/apt,135,4,50,2023-10-28,0.41,3,319,5,
1500807,Living and vacation in garden eden and palm oasis,8020273,Bent,Broye-Vully,Cudrefin,46.94236,6.99906,Private room,99,1,46,2023-09-30,0.39,2,345,3,
1501736,Nice modern family house close to shops and slopes,8024039,Sophie,Aigle,Roche (Vaud),46.35948,6.92971,Entire home/apt,,3,0,,,1,0,0,
1516660,Chalet pieds dans l'eau lac de Joux,8065483,Alexandre,Jura-Nord vaudois,Le Lieu,46.63267,6.26142,Entire home/apt,346,2,79,2023-09-09,0.75,1,109,3,
1519749,Perle de Lavaux with outstanding Lake Léman views,8111735,Jean & Beatrix,Lavaux-Oron,Bourg-en-Lavaux,46.491925499911495,6.736986131025661,Entire home/apt,170,3,44,2023-09-30,0.35,1,348,6,
1523160,Appart au coeur de Lausanne,4764074,Maira,Lausanne,Lausanne,46.52031,6.63538,Entire home/apt,189,5,170,2024-02-09,1.33,1,275,2,
1533295,"Nyon center, cosy & calm, 5 min walk to lake",8177334,Louise,Nyon,Nyon,46.37676,6.22977,Private room,70,2,29,2024-03-06,0.26,3,277,8,
1544283,Charming apartment with parking,8229982,Valeh,Ouest lausannois,Prilly,46.53463,6.60612,Entire home/apt,130,2,104,2024-02-18,0.94,1,202,17,
1553553,Comfortable room in the city center,6862236,Aïcha,Lausanne,Lausanne,46.52479,6.62406,Private room,,2,103,2023-04-23,0.80,1,0,3,
1558799,Nice flat close to the lake,944870,Veronika,Lausanne,Lausanne,46.51646,6.61131,Entire home/apt,,3,21,2020-09-27,0.22,1,0,0,
1664994,Joli studio refait à neuf plein cœur de Lausanne,8819357,Gregory,Lausanne,Lausanne,46.52617,6.61818,Entire home/apt,99,3,67,2024-01-29,0.65,1,96,12,
1730957,"Cosy flat, recently renovated, 15 min from Gstaad",9048020,Cecilia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47693,7.14354,Entire home/apt,300,2,22,2023-07-31,0.18,1,327,2,
1757721,Century-old Swiss chalet with views to die for,9242503,Damien,Aigle,Ollon,46.302436654342074,7.041843690013256,Entire home/apt,350,7,13,2024-02-17,0.12,1,358,2,
1814514,A4C2 très grande et belle chambre,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,1,14,2023-12-31,0.16,16,317,2,
1816290,"A3C2 Belle chambre, centre ville",2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,2,13,2020-09-02,0.13,16,364,0,
1816791,A3C1 Superbe chambre avec TV et WIF,2193547,Inès,Lausanne,Lausanne,46.5307,6.63099,Private room,67,1,20,2023-03-29,0.24,16,365,2,
1817066,Chambre 44,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,2,20,2024-01-10,0.23,16,364,3,
1817193,Très belle chambre centrée a4c1,2193547,Inès,Lausanne,Lausanne,46.52978,6.63195,Private room,60,2,12,2023-06-25,0.10,16,363,2,
1817309,A6C1 Superbe chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,50,1,52,2023-07-01,0.41,16,356,2,
1817350,A6C2 Grande chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,46,1,20,2023-10-31,0.17,16,175,1,
1817986,A6C2 lumineuse chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,68,2,12,2022-04-22,0.10,16,365,0,
1818109,Chambre A6C3 centrée su centre ville,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,65,2,38,2023-10-26,0.30,16,254,3,
1819778,Chambre 41 au 4ème,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,65,2,19,2023-08-28,0.15,16,365,2,
1819939,"Chambre 43, Superbe,calme, centrée",2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,55,2,14,2023-08-11,0.11,16,69,1,
1825632,37sqm in the heart of Lausanne,3899631,Djamel,Lausanne,Lausanne,46.50914,6.62583,Entire home/apt,81,3,142,2024-02-13,1.46,2,293,34,
1849323,"A3c3 chambre avec télévision, WIFI",2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,60,2,33,2023-09-30,0.26,16,365,1,
1849590,A 2-room flat in an amazing house !,9660416,Laura,Lavaux-Oron,Lutry,46.50801,6.68424,Entire home/apt,123,7,19,2024-03-02,0.15,1,291,5,
1869460,Lake view @Lausanne : the nest,8155709,Gabriel,Lausanne,Lausanne,46.53484,6.62054,Entire home/apt,,5,19,2022-09-07,0.15,1,0,0,
1878876,Luxurious apartment,9783725,Sandrine,Riviera-Pays-d'Enhaut,Montreux,46.43101,6.91152,Entire home/apt,190,3,62,2024-01-01,0.53,1,290,16,
1932911,Dreamy HUGE 3 BD Heart of Lausanne,1954510,Anne,Lausanne,Lausanne,46.52467,6.63653,Entire home/apt,290,3,6,2023-05-21,0.05,1,165,2,
1957065,"Lovely ap in green, 10min -> center",4433079,Delphine,Lausanne,Lausanne,46.53064,6.61537,Entire home/apt,,9,6,2014-05-21,0.05,1,0,0,
1977589,Bel appart au coeur de Lausanne,9664761,Tal,Lausanne,Lausanne,46.51804,6.64135,Entire home/apt,,5,7,2018-01-03,0.07,1,0,0,
2026473,Suite in Hotel Bristol Villars (Renovated Oct 17),3935557,Dimitris,Aigle,Ollon,46.2932,7.05536,Entire home/apt,120,4,111,2024-02-25,0.89,1,166,10,
2052062,Wonderful apartment! Gorgeous view!,6467347,Christine,Riviera-Pays-d'Enhaut,Saint-Légier-La Chiésaz,46.46828,6.8616,Entire home/apt,120,30,2,2019-08-04,0.02,2,334,0,
2053322,Wohnen mit Blick auf den Murtensee,10496364,Eva,Broye-Vully,Vully-les-Lacs,46.92175,7.02299,Entire home/apt,185,5,19,2022-07-03,0.16,5,275,0,
2053521,Appartement 4p centre Lausanne,10520386,Richard,Lausanne,Lausanne,46.51903,6.64012,Entire home/apt,140,7,85,2024-01-04,0.70,1,309,9,
2056132,Lovely 1 Bed Apt. Sleeps 4. Incredible view!,8890011,Emma,Aigle,Ormont-Dessus,46.35231,7.17032,Entire home/apt,110,3,138,2024-01-04,1.12,1,356,8,
2078414,Lovely 4 bedr. chalet slope at 150m,10620172,Maj,Aigle,Gryon,46.28262,7.07307,Entire home/apt,255,7,35,2024-03-02,0.34,1,294,4,
2087180,Lovely apartment 15min from Gstaad,2081223,Eleni,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47336,7.14372,Entire home/apt,231,3,24,2023-07-19,0.19,1,337,1,
2141949,"Swiss Mountain Chalet at La Lecherette, Les Mosses",5930573,Julia,Riviera-Pays-d'Enhaut,Château-d'Oex,46.42042,7.10342,Entire home/apt,125,3,6,2024-01-06,0.05,1,337,1,
2143323,Cosy Two bedroom garden apartment in a chalet,10949495,Sylvia,Aigle,Leysin,46.34788,7.01974,Entire home/apt,160,4,41,2023-04-08,0.33,1,188,1,
2161162,CHALET style flat SPECTACULAR VIEWS,2096975,Alexia,Riviera-Pays-d'Enhaut,Montreux,46.43756,6.9382,Entire home/apt,,5,0,,,1,365,0,
2174806,Appartement de Charme Gryon/Villars /longue durée,11093505,Clara,Aigle,Gryon,46.27544,7.06451,Entire home/apt,100,60,2,2015-03-07,0.02,1,89,0,
2207864,Appartement 3ch. ensoleillé et vue sur le lac,7006678,Damaris,Lausanne,Lausanne,46.522991,6.655222,Entire home/apt,,3,15,2023-07-29,0.22,1,0,2,
2245728,"Appartement calme centré 4,5 pièces",11470090,Muriel,Lausanne,Lausanne,46.52947,6.63069,Entire home/apt,120,5,15,2022-08-13,0.13,1,115,0,
2275816,Old beautiful swiss alp chalet,11487298,Nicolas,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47672,7.17194,Entire home/apt,400,3,51,2024-02-17,0.43,1,258,5,
2280853,"Maison Vigneronne, design-loft sur lac - Unesco",11648619,Francois Xavier,Lavaux-Oron,Rivaz,46.47524,6.77794,Private room,160,1,4,2014-10-10,0.03,1,347,0,
2327836,Cozy holiday flat in 16th cen. home,11892018,Monika,Riviera-Pays-d'Enhaut,Montreux,46.45134,6.91142,Entire home/apt,115,4,139,2024-01-06,1.16,1,300,14,
2352898,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 1",12016769,Jocelyne,Lavaux-Oron,Lutry,46.51285,6.69174,Private room,150,1,8,2022-02-20,0.07,5,68,0,
2360021,A5c3 lumineuse chambre centrée,2193547,Inès,Lausanne,Lausanne,46.53066,6.63127,Private room,64,1,75,2024-01-21,0.68,16,364,8,
2374494,"Villa 5 chambres, magnifique vue sur le lac leman",12114002,Cyril,Nyon,Arzier-Le Muids,46.4553358,6.2101377,Entire home/apt,399,6,1,2023-07-24,0.13,1,176,1,
2422147,Rooms in beautiful house near lake,12380581,Beatrice,Jura-Nord vaudois,Yverdon-les-Bains,46.79058,6.62936,Private room,74,1,286,2024-03-04,2.36,1,0,10,
2452551,Nice room with breakfast,12539797,Florence,Jura-Nord vaudois,Vugelles-La Mothe,46.81892,6.56574,Private room,83,1,10,2023-08-04,0.09,4,365,2,
2456017,Villa de standing Le Haut des Vignes Lutry/Lavaux,12016769,Jocelyne,Lavaux-Oron,Lutry,46.51322,6.6924,Entire home/apt,580,3,50,2023-10-17,0.42,5,300,9,
2486070,Ski-in/ski-out family chalet “Le Pigeonnier”,12721683,Sabine,Aigle,Gryon,46.29002,7.0969,Entire home/apt,470,4,8,2024-02-24,0.07,1,360,1,
2548834,Bright flat with a view (lake),1900081,Laurence,Lausanne,Lausanne,46.51649,6.6152,Entire home/apt,,3,0,,,1,0,0,
2581462,GRYON appartement chalet vue unique,92950,Florence,Aigle,Gryon,46.27533,7.05802,Entire home/apt,200,5,44,2024-03-02,0.38,1,351,2,
2581753,Chigny Above Morges,6289879,Sara Kajsa,Morges,Chigny,46.51845,6.4774,Entire home/apt,400,3,3,2017-07-17,0.03,2,107,0,
2589568,Luxury 4-bed house with stunning views!,6061116,Sophie,Riviera-Pays-d'Enhaut,Montreux,46.4581,6.91513,Entire home/apt,642,2,50,2023-08-19,0.53,1,71,5,
2616263,Studiette Agatha à Lutry-la Conversion,13398746,Veronique,Lavaux-Oron,Lutry,46.51378,6.68618,Entire home/apt,79,5,9,2022-01-30,0.09,11,0,0,
2618694,"Adorable Alpine Chalet in Leysin,CH",196348,Cecile,Aigle,Leysin,46.34699,7.01847,Entire home/apt,,6,6,2019-03-02,0.05,1,0,0,
2619672,Perfect location in Villars,13383977,Cathrine,Aigle,Ollon,46.29917,7.05631,Entire home/apt,180,5,28,2024-02-23,0.26,1,197,4,
2654856,Charming bright house in Rolle,2420647,Catherine,Nyon,Rolle,46.45715,6.32824,Entire home/apt,260,4,17,2022-08-13,0.14,1,363,0,
2705541,Jolie  chambre Prilly-Lausanne,7128192,Charlotte,Ouest lausannois,Prilly,46.53039,6.60653,Private room,,2,10,2017-10-10,0.08,1,0,0,
2729067,Chambre individuelle avec petit déjeuner inclus.,2463501,Kelly,Ouest lausannois,Renens (Vaud),46.54177,6.59571,Private room,120,1,11,2017-09-11,0.09,3,362,0,
2749114,Chambre d'hôtes,14065744,Brigitte,Broye-Vully,Trey,46.772152,6.915275,Private room,63,1,73,2024-01-19,0.63,1,68,5,
2755242,"Hotel de l'Ours - Vuiteboeuf, near Yverdon",14093337,Maoan,Jura-Nord vaudois,Vuiteboeuf,46.80754,6.54735,Private room,,1,17,2022-09-09,0.15,3,365,0,
2799472,Studio charmant au coeur de la campagne (25m²),14318385,Natacha,Gros-de-Vaud,Daillens,46.62323,6.55005,Entire home/apt,95,1,14,2023-11-12,0.74,1,351,11,
2816957,Lutry with a bird's eye view of ...,14408477,Ilja,Lavaux-Oron,Lutry,46.50804,6.70649,Entire home/apt,,7,11,2019-05-25,0.09,1,0,0,
2821234,Cosy traditional Swiss Chalet near by Gstaad,11860670,Claudia,Riviera-Pays-d'Enhaut,Rougemont,46.48888,7.20246,Entire home/apt,384,5,15,2024-02-19,0.18,1,338,2,
2858929,Grande chambre à louer,14617605,Lamine,Lausanne,Lausanne,46.52721,6.62873,Private room,47,2,127,2024-02-01,1.31,1,7,4,
2940156,Apartment with large balcony,15011283,Patrick,Lausanne,Lausanne,46.52356,6.65019,Entire home/apt,,2,18,2016-07-03,0.15,1,0,0,
2949761,EPiC Appart 5min center Lausanne,15058049,Berand,Lausanne,Le Mont-sur-Lausanne,46.54769,6.63204,Entire home/apt,,7,0,,,1,0,0,
2958052,Traum-Ferienwohnung am Murtensee,15097141,Matthias,Broye-Vully,Faoug,46.90925,7.08064,Entire home/apt,106,3,115,2024-03-02,0.97,1,140,15,
2975140,Chalet du 18e rénové / vue époustouflante,15175851,Catherine,Aigle,Ormont-Dessus,46.36074,7.10549,Entire home/apt,380,4,50,2024-02-24,0.48,1,317,8,
3024073,Spacious Room with private bathroom 500m from EPFL,15409223,Françoise,Ouest lausannois,Ecublens (Vaud),46.51636,6.55473,Private room,100,2,82,2024-02-04,0.72,1,334,7,
3063638,Villars Chalet-Stunning Views  ★★★★★,15593702,Ingram,Aigle,Ollon,46.30116,7.04062,Entire home/apt,106,4,141,2024-02-16,1.19,1,365,5,
3090340,Appartement in Lausanne,14589780,Manuel,Lausanne,Lausanne,46.51696,6.63887,Entire home/apt,,1,1,2014-06-10,0.01,1,0,0,
3096599,House in Villars-Burquin-Yverdon,15464050,Christine,Jura-Nord vaudois,Tévenon,46.84458,6.62923,Entire home/apt,300,7,29,2023-10-08,0.37,2,301,2,
3096833,Appartement attique meublé 80m2 4 ch. gd balcon,15464050,Christine,Jura-Nord vaudois,Tévenon,46.84461,6.62787,Entire home/apt,150,5,28,2023-09-30,0.35,2,163,2,
3117298,Comfortable room,15840647,Magandy,Nyon,Founex,46.3311,6.19993,Private room,50,1,647,2024-02-17,5.45,2,95,87,
3136919,Chaleureux appartement vue sur lac Léman,9324546,Mona,Ouest lausannois,Prilly,46.54319,6.60473,Entire home/apt,,5,2,2016-07-31,0.02,1,0,0,
3140256,"Great apartment, perfect location !",4839391,Giliane,Lausanne,Lausanne,46.51226,6.63265,Entire home/apt,,5,11,2022-12-22,0.12,1,0,0,
3173906,75m2 apartment with lake view,15329209,Helen,Riviera-Pays-d'Enhaut,Vevey,46.45982,6.8392,Entire home/apt,117,30,2,2022-11-20,0.10,1,176,0,
3218237,chambre jaune,16297538,Hilda,Lausanne,Lausanne,46.52203,6.63024,Private room,45,30,55,2023-09-01,0.49,2,152,5,
3273833,Exclusive fully serviced apartment,4501734,Anders,Riviera-Pays-d'Enhaut,Vevey,46.45958,6.84604,Entire home/apt,200,2,19,2023-09-20,0.17,2,97,5,
3276400,Lausanne: Bright with view on lake,9088448,Minh,Lavaux-Oron,Pully,46.52324,6.66076,Entire home/apt,,1,1,2015-05-25,0.01,1,0,0,
3304985,Joli 3 1/2 pces 4 personnes,15986379,Silvana,Lausanne,Lausanne,46.50944,6.63926,Entire home/apt,,2,6,2015-10-04,0.05,1,0,0,
3327148,villa avec jardin lausanne nord,16799028,Cathy,Lausanne,Lausanne,46.53373,6.65721,Entire home/apt,,2,8,2019-08-09,0.07,1,0,0,
3406113,Appartement  La Coudraie.,17179332,Monika & Michel,Riviera-Pays-d'Enhaut,Blonay,46.466873,6.899583,Entire home/apt,98,1,94,2024-01-28,1.00,1,319,8,
3437462,Gstaad Paradise View Chalet with Outdoor Jacuzzi,2770598,Moriya,Riviera-Pays-d'Enhaut,Rougemont,46.49521850666338,7.228443048439239,Entire home/apt,809,2,11,2023-06-18,0.10,29,9,4,
3467210,Appartment to subrent for 3 weeks,17468823,Viera,Morges,Morges,46.51672,6.49552,Entire home/apt,,14,1,2016-01-02,0.01,1,0,0,
3523349,Modern Family House near Lausanne,7947310,Pavla,Lausanne,Epalinges,46.56141,6.66476,Entire home/apt,,7,2,2015-08-02,0.02,1,0,0,
3564631,Nice room with breakfast,12539797,Florence,Jura-Nord vaudois,Vugelles-La Mothe,46.81891,6.56558,Private room,83,1,4,2021-08-09,0.03,4,365,0,
3570844,Meeting Air14 PAYERNE,17979226,Serge,Broye-Vully,Payerne,46.81774,6.94255,Entire home/apt,,1,0,,,1,0,0,
3584687,Appartement 3 pièces pour 4(6) pers,18058174,Roland,Aigle,Gryon,46.274555,7.065786,Entire home/apt,45,3,61,2024-03-02,0.62,2,173,13,
3639774,Studio with terrace on the Lake,16676730,Hans-Jürg,Riviera-Pays-d'Enhaut,Vevey,46.45811,6.84717,Entire home/apt,150,2,240,2024-01-19,2.06,2,300,24,
3684056,"Clean, quiet and bright apartement near the lake",9148081,Pascale,Lausanne,Lausanne,46.50886,6.62499,Entire home/apt,120,4,83,2023-11-17,0.87,1,125,4,
3758124,Grande Maison au Porte de Lausanne,1773021,Lesfringues,Gros-de-Vaud,Assens,46.61303,6.62386,Entire home/apt,,30,0,,,2,0,0,
3770728,2nd nice flat in Lavaux-Lausanne,3940249,Théo,Lavaux-Oron,Bourg-en-Lavaux,46.4967,6.7252,Entire home/apt,,7,0,,,1,0,0,
3798768,Cozy studio in Lausanne downtown,18725113,Róger,Lausanne,Lausanne,46.5262,6.62554,Entire home/apt,,4,19,2019-08-30,0.16,1,0,0,
3814927,Attractive appartment in quiet neighborhood,19615625,Genevieve,Nyon,Nyon,46.37904,6.21422,Private room,,2,3,2019-07-12,0.05,1,0,0,
3876432,Small room with breakfast - Colombo,12539797,Florence,Jura-Nord vaudois,Vugelles-La Mothe,46.81842,6.56473,Private room,71,1,15,2022-09-30,0.13,4,343,0,
3914215,Nice Flat,20273762,Arc-En-Ciel,Jura-Nord vaudois,Yverdon-les-Bains,46.77315,6.66031,Entire home/apt,,2,1,2014-09-08,0.01,1,0,0,
3974321,Wonderfull Swiss Chalet in Villars,20598043,Angela,Aigle,Gryon,46.27612,7.06478,Entire home/apt,290,6,6,2023-02-25,0.06,1,343,0,
3974478,Chambre spacieuse et calme,20598807,Alixia,Lausanne,Lausanne,46.53754,6.61337,Private room,,2,17,2019-09-01,0.15,1,0,0,
4012191,wintersport Alpe des Chaux,11531014,Carlien,Aigle,Gryon,46.28853,7.10169,Entire home/apt,230,7,13,2024-02-17,0.13,1,257,1,
4027753,Villa calme avec piscine et gym,15142114,Anouck,Lausanne,Lausanne,46.55955,6.69416,Entire home/apt,,5,9,2022-08-06,0.08,1,0,0,
4128583,Sunset House (Option jacuzzi),21417349,Yan,Riviera-Pays-d'Enhaut,Montreux,46.443853484876136,6.90854136359328,Entire home/apt,363,2,106,2024-03-03,0.95,1,0,36,
4138941,Ferme rénovée entre lac et montagne 15min Lausanne,8809887,Léo Et Flo,Broye-Vully,Corcelles-le-Jorat,46.60637,6.7383,Entire home/apt,,3,21,2023-07-31,0.18,2,0,2,
4178229,Studio avec vue à Villars-sur-Ollon,2924373,Danièle,Aigle,Ollon,46.29583,7.05645,Entire home/apt,175,2,15,2023-10-12,0.14,10,246,1,
4208919,Apartment Villars Sur Ollon,21839864,Jonathan,Aigle,Ollon,46.30805,7.05858,Entire home/apt,267,2,31,2024-02-04,0.71,1,101,11,
4234250,"Nyon, Switzerland",4963965,Dhamari,Nyon,Nyon,46.38678,6.21964,Private room,,1,0,,,1,0,0,
4292155,Studio au bord du lac.,7561065,Hugo,Jura-Nord vaudois,L'Abbaye,46.65899,6.32498,Entire home/apt,80,3,124,2024-03-02,1.37,1,71,9,
4340750,Ferme au calme proche Lausanne,8809887,Léo Et Flo,Broye-Vully,Corcelles-le-Jorat,46.6062,6.73822,Entire home/apt,,7,5,2015-09-15,0.04,2,0,0,
4352919,Appartement sur 2 étages,6839422,Caroline Et Cécile,Riviera-Pays-d'Enhaut,Rossinière,46.46482,7.05176,Entire home/apt,160,4,38,2024-02-17,0.34,1,311,3,
4353388,Une propriété de charme entre Lausanne et Genève,4625255,Sandrine,Morges,Tolochenaz,46.506,6.47556,Entire home/apt,700,7,2,2018-08-18,0.02,1,263,0,
